cd_cliente,nr_cpf_cnpj,nm_cliente,dt_nascimento,cd_segmento,cd_agencia,vl_renda_mensal,fl_ativo,dt_cadastro
4EF11F0C-59F,78361904557,Maria Flor Andrade,1959-04-15,PRIVATE,2381,41107.1,True,2015-06-10
37E8DF7D-3E6,29615734837,Sra. Melissa Duarte,1972-03-24,PJ_PEQUENO,8199,,True,2019-01-30
78EC04D3-5CE,41602893551,Theodoro Almeida,1983-06-14,PRIVATE,7347,33588.4,False,2022-08-12
449D32F1-6D3,83674029529,João Guilherme Pimenta,1954-09-12,PRIVATE,2079,27380.72,False,2018-03-09
44F065AB-2EA,03165497893,Lara Rios,1972-08-10,PJ_MEDIO,3463,27668.92,True,2018-12-03
C4A6246B-EF0,52487360135,Levi Barros,1977-10-31,PJ_PEQUENO,3112,48210.74,True,2018-06-22
03B2A91E-1A5,95631287455,Rafaela Azevedo,2000-02-22,PJ_PEQUENO,6381,65335.01,True,2022-03-31
3FFD1064-90D,47089561267,Josué Cavalcanti,1987-12-27,PJ_MEDIO,6928,2931.1,False,2017-01-08
C7EB1719-285,73216045862,Julia Montenegro,1969-03-20,PRIVATE,8967,16572.41,True,2016-09-26
6F8080B9-3E0,01694782549,Ana Cecília Siqueira,1956-12-03,PRIVATE,2657,41353.64,True,2022-06-04
B5314841-8B2,14293675809,Sr. Theodoro Teixeira,1980-03-19,PJ_MEDIO,3147,48383.85,True,2016-10-26
35431FCA-B9B,64203951780,Theo Silveira,1966-03-23,PJ_MEDIO,3712,,True,2019-08-10
D68EDD42-41F,03458972692,Maria Fernanda Campos,1982-09-07,PRIME,8277,49431.74,False,2017-08-16
B51FBD1F-DF1,38127605417,Anthony Rezende,1997-11-28,PRIME,6070,77299.34,False,2024-05-13
A803A59C-4AC,21567390480,José Vargas,1967-05-29,PRIVATE,8218,37741.88,False,2023-09-23
FD6F7F2F-98A,81497056357,Amanda Vieira,1984-04-05,PJ_MEDIO,9641,34364.87,True,2024-02-28
3D8FEF6D-DFF,85193027695,Nina Monteiro,1967-12-01,PJ_MEDIO,3267,,True,2022-03-11
EAAAE042-4CE,30928517497,Davi Miguel Cassiano,1993-02-11,PRIVATE,2680,57344.98,True,2018-03-13
3D780747-534,96124750325,Yasmin Barbosa,1957-07-11,PRIME,5469,36771.56,True,2024-04-26
B6F46681-0D4,91654738093,Sr. Mateus Barbosa,1989-04-01,VAREJO,4637,,False,2015-04-20
FA97DD0B-390,24905671876,Pedro Lucas Sousa,1987-03-23,VAREJO,7495,40907.56,True,2019-05-01
1F18656A-AC3,85270364956,João Monteiro,1957-04-28,PRIVATE,4678,3712.72,True,2024-05-30
CAFBC442-515,26549183782,Ana Carolina Gonçalves,1980-01-30,PRIME,3254,4506.8,False,2022-10-22
F0EB7FEF-00A,08931754639,Maria Luiza da Luz,1962-06-14,PJ_PEQUENO,8349,49804.84,True,2015-03-19
215AFA8C-231,27034918678,Nicolas Pinto,1972-12-17,PRIME,3449,44581.13,False,2016-03-31
61E830BC-5BD,37514068244,Daniela Rios,1975-11-06,PRIME,5934,11065.1,True,2019-09-16
B31E2312-4C9,26473908510,Marcos Vinicius Fogaça,1991-01-04,VAREJO,2816,67179.99,False,2021-09-10
995F2F7C-66F,12640398598,Ana Clara Pinto,1998-02-03,VAREJO,9443,46641.23,True,2018-04-08
BA2097E1-7E5,68312795464,Srta. Luara Rocha,1988-07-05,VAREJO,6780,20384.29,False,2017-02-06
8AE5A60C-D14,81620435942,Liam Albuquerque,1957-09-06,PJ_MEDIO,6908,6812.83,True,2019-05-19
7CDF3BEA-2E0,43120967831,João Pedro Ramos,1992-03-06,VAREJO,7338,78511.59,False,2023-05-20
8F63128C-CEB,94580612370,Eloah Guerra,1951-06-17,PRIVATE,2106,28567.0,True,2023-08-27
2D056ED2-044,26105973802,Mateus Siqueira,1979-10-31,PRIME,1726,29155.48,False,2024-02-15
8B70E1A7-2B6,67842513007,Luara Nunes,1965-09-16,PJ_PEQUENO,8840,51091.26,True,2015-09-16
514D1FFF-609,62084915767,Júlia Leão,1991-01-23,VAREJO,5807,17324.89,True,2015-06-21
75D1D9E0-A94,19367854048,Erick Almeida,1978-04-25,PRIVATE,9444,32760.59,False,2017-11-03
42EF5C4D-DE5,39025468160,Pietro Garcia,1953-04-14,PRIME,5687,29522.47,True,2022-05-09
068586DA-620,34289765092,Breno Moreira,1979-10-12,PRIVATE,3039,64248.38,False,2019-06-27
9933E9A7-836,40923567143,Dra. Daniela Brito,1989-06-14,PJ_PEQUENO,6554,77937.3,False,2022-10-05
3CC4894E-754,03456921870,Brenda Costela,1994-08-20,PRIVATE,9507,22437.57,True,2023-02-26
00132D80-DA5,94165027820,Stella Oliveira,1988-02-01,VAREJO,8055,,True,2021-02-12
53EFDB0B-6B0,52483910670,Vinícius da Conceição,1976-05-10,PRIVATE,2680,7785.41,False,2018-06-09
9EE31C47-B9D,08356471290,Vinícius Mendonça,1990-01-02,PJ_MEDIO,7981,,False,2018-12-10
05B83F29-A94,49302517888,Noah Monteiro,1990-02-11,VAREJO,6776,49765.84,False,2018-01-29
B3F7EBB1-A6D,62548390160,João Lucas Souza,1955-02-23,VAREJO,7655,30019.92,True,2015-05-08
4C12EBF1-37C,72690351480,Pedro Henrique Macedo,1962-10-23,PJ_MEDIO,8179,4231.72,True,2017-08-24
7E31306C-B35,14728350690,Ester Cassiano,1982-11-12,PRIVATE,7272,76033.17,True,2021-10-14
6AA468DB-F4C,65409218370,Fernando da Mota,1963-10-07,PJ_PEQUENO,7077,,True,2021-06-08
BDA30503-1AB,09628417576,Elisa Marques,1962-05-09,PJ_MEDIO,7012,,False,2017-10-19
C71E42C9-FCB,37605821417,Gael Albuquerque,1960-03-06,VAREJO,4048,40674.95,False,2021-04-19
86AFF3D4-68D,28509614342,Maria Helena Pereira,1960-07-25,PRIVATE,5264,56766.97,True,2021-11-11
E61FBB78-66A,81432950606,Gustavo Henrique Marques,1975-08-15,PJ_PEQUENO,4279,,True,2020-01-26
1CCA8889-E67,19403268506,Ana Liz Azevedo,1965-06-28,PJ_PEQUENO,2438,65125.29,False,2022-06-28
6D44D7DC-68F,51408792630,Sr. Fernando Correia,1981-03-03,VAREJO,9882,24293.44,False,2016-10-07
48B2EBE6-D96,12397406543,Sr. Francisco Dias,1965-08-14,PRIVATE,9335,19102.97,True,2023-11-19
164AE852-07F,74569308210,Leonardo Fonseca,1962-06-17,PRIME,9094,3563.3,False,2020-03-29
A8955C69-ADC,05761329425,Maria Júlia Costa,1999-06-29,PRIME,2412,,False,2023-01-15
CE2E4510-929,35917064857,Sr. Henry Garcia,1992-12-10,PJ_MEDIO,7730,,True,2016-05-28
F4E06D74-59B,54982063133,Léo Lima,1978-06-11,VAREJO,8372,38067.91,False,2016-06-09
6EA7678C-366,42079836510,José Rezende,1999-06-18,PJ_MEDIO,3981,61770.86,True,2019-11-08
CDFC9AF6-69D,09652874167,Laís Pastor,1995-02-11,VAREJO,3034,42171.02,False,2016-11-05
AA120121-053,94731826004,Vinícius Cirino,1964-07-13,PRIVATE,4694,28662.81,False,2015-11-20
06BB587F-947,89105436206,Sr. Asafe Vieira,1972-06-25,PRIME,5496,11325.87,False,2021-11-21
A048A4C6-1AB,76890153286,Rafaela Cunha,1997-11-11,VAREJO,9234,51817.51,True,2016-12-02
BC413E0A-A58,84796203150,Lavínia Monteiro,1980-04-16,PJ_MEDIO,1674,66281.05,True,2015-11-29
AD88DDAB-470,40386291713,Arthur Miguel Brito,1954-01-29,PJ_MEDIO,5336,52613.7,False,2021-12-06
EC5B23B3-57D,89032714678,Antony Fogaça,1952-09-19,PJ_PEQUENO,9938,24239.23,False,2020-06-01
F8C8CAEA-DCC,12305679416,Liam Correia,1971-12-21,PJ_PEQUENO,5873,37103.21,True,2016-10-09
FC5E85F8-30E,93276840103,Sofia Martins,1989-06-09,PJ_PEQUENO,8933,,False,2021-10-20
7872734C-246,49027518602,Enzo Gabriel Siqueira,1962-11-21,PRIVATE,6231,,False,2019-06-22
361BB598-53A,39654872137,Sr. Luiz Otávio Sales,1961-09-24,PRIVATE,9437,45589.62,False,2017-09-17
2881897D-022,34291508760,Benicio Almeida,1991-11-07,VAREJO,5382,36793.29,True,2016-02-01
46EDC7BD-AE1,05968241306,Enzo Gabriel Caldeira,1954-07-17,PRIVATE,7293,69336.86,False,2017-10-13
3D6A8A02-684,73501826940,Bruno Farias,1964-04-30,PRIVATE,6123,16401.98,True,2020-08-02
A5504EF8-9EF,05213947670,Ágatha Andrade,1996-03-06,PJ_PEQUENO,AGENC-???,,False,2015-04-05
63C18B05-29B,25836014906,Pietra Pacheco,1958-01-29,PJ_PEQUENO,9281,,True,2017-05-31
B8B761D1-DC3,17403259661,Lara Araújo,1981-08-29,VAREJO,1828,23586.47,False,2018-03-16
639C3C74-607,08596271368,Carlos Eduardo Pacheco,1998-02-24,VAREJO,2761,35327.83,False,2023-02-27
F732FFEC-0D1,69273804187,Luiz Fernando Araújo,1982-10-25,PJ_PEQUENO,6995,5051.53,True,2021-05-24
544F1EA5-BA8,17980456300,Cecilia Cirino,2000-05-27,PRIME,6939,44928.0,True,2019-05-02
2539F02B-4A1,51902364805,Ana Laura Barros,1995-03-29,PJ_PEQUENO,5582,66286.94,True,2016-06-11
E4EA2F6C-115,87039261502,Bruno da Cunha,1958-09-04,PJ_PEQUENO,7114,63899.43,False,2021-04-03
83A3630D-986,81032957603,Stephany Sampaio,1982-10-20,PRIME,4261,48793.34,False,2020-08-10
2615E0F1-75B,65873241937,Sra. Cecilia Barbosa,1953-08-12,VAREJO,1637,12257.36,False,2024-01-07
AD8D3A79-CA3,23869471573,Marcela da Luz,1992-07-02,PJ_MEDIO,8487,13191.84,True,2018-09-05
E776BC4C-E6D,40893167231,Stella Pastor,1978-07-30,PRIME,7438,79263.34,False,2021-08-28
CF2CB41E-A65,64387590238,Clara Câmara,1980-03-06,PJ_MEDIO,9351,43288.68,False,2020-04-29
39428893-575,15879324664,Maria Vitória Dias,1951-06-30,PRIVATE,6427,54393.8,False,2021-07-18
AFB5E037-4BE,95143760216,Vicente da Cunha,1977-08-08,VAREJO,8775,22344.14,True,2023-02-02
EB600701-C37,75381420960,Thales da Rosa,1954-08-10,PJ_MEDIO,8871,,False,2016-08-28
9AE6B4DD-D3F,95386721437,Juan Rodrigues,1971-09-24,VAREJO,2800,,False,2018-07-08
09BA8F4E-113,02695184794,Valentina Rocha,1987-07-28,PRIME,7765,,False,2020-08-17
43E4F50E-1E2,38617402903,Sra. Emanuelly Nascimento,1992-04-23,VAREJO,3262,,False,2022-06-05
3A57D145-7AE,32051486735,Melina Marques,1992-12-01,PJ_MEDIO,7173,26129.58,True,2020-02-26
795786BD-32C,23806145989,Bianca Macedo,1997-10-30,PRIVATE,9950,29311.53,False,2021-11-03
3B68AAE2-734,73160948269,Nicolas Leão,1993-06-09,PRIME,5038,23402.0,False,2017-07-10
D05200EB-CD1,15463827982,Beatriz Sampaio,1976-09-13,PRIVATE,4396,,False,2018-07-22
24B74B31-A04,49260157811,Vitor Hugo Alves,1993-01-17,PRIVATE,5480,24091.47,False,2019-06-05
E05C3AD2-27A,79580632456,Danilo Pinto,1980-12-18,PRIME,5758,4802.22,True,2018-11-19
2EF8E3DD-D1E,64183279003,Valentim Lopes,1989-09-08,PRIVATE,8849,,False,2021-04-21
CBC8DA3B-193,43508672107,Anna Liz da Paz,1974-05-15,PRIME,2789,49830.65,True,2017-09-20
F7A73324-9E9,27836951030,Diego Souza,1954-07-22,PJ_MEDIO,4697,51578.65,True,2016-02-15
10389AAB-01F,72649850167,Dra. Clara Costa,1987-01-30,PRIVATE,8739,9392.78,True,2015-01-22
C6B07089-C0D,86325041933,Thales Aragão,1999-05-17,PRIME,7666,52752.08,False,2020-05-09
6267E6A6-638,25684371973,Ian Câmara,1967-11-23,PRIVATE,6262,,True,2023-08-15
668A6E29-657,74308912504,Joana Lima,1958-01-10,PJ_MEDIO,4804,43509.45,True,2016-12-18
A37F74BF-331,49750831241,Marcelo Souza,1987-06-29,PRIME,1595,79777.99,False,2023-11-02
9E49D006-67C,06914375216,Brayan Rios,1994-06-11,PRIME,5742,70324.34,True,2018-05-07
FD09AE3B-6D3,57216439864,Yuri Siqueira,2000-12-14,PJ_MEDIO,2758,74383.71,False,2018-03-11
DCA0FBF7-DB2,87523094600,Luiz Otávio Barbosa,1990-10-06,PJ_MEDIO,9590,40272.12,True,2020-08-27
6C6A2BC8-542,09637481222,Dra. Manuela Aragão,1991-12-28,PRIVATE,4159,,False,2016-10-27
1FB0EFAF-649,91234867087,Léo Camargo,1991-03-04,PRIVATE,4050,,False,2023-11-13
D3EECC52-E33,12490875388,Dr. Igor Pires,1976-06-20,PJ_MEDIO,4164,15276.35,False,2024-04-10
A445604E-039,35187469010,Daniela Carvalho,1988-05-15,PJ_MEDIO,6372,,True,2017-01-26
1F1CA918-5F9,80256937168,Sra. Sofia Brito,1962-08-13,PJ_PEQUENO,6301,74962.29,True,2017-12-04
3E835CE4-F6A,48652719020,Ana Lívia Siqueira,1984-05-30,PRIME,8319,60669.9,False,2018-05-21
C9ABF640-2D9,59487130675,Laura Pires,1951-01-10,PRIVATE,6890,55882.33,True,2022-06-28
43FBC6B3-A3B,13429675855,Maria Flor Silveira,1960-08-09,PJ_PEQUENO,6026,14037.77,False,2022-09-28
0B7F8E8F-550,23960578474,Noah Borges,1960-07-14,PRIVATE,7021,49748.1,True,2016-07-01
A585B805-C57,30895261740,Maria Luiza Cavalcante,1992-11-25,PRIME,8454,60197.18,False,2019-08-31
AFB02E04-2E7,48625317090,Stella Sales,1999-04-11,PJ_PEQUENO,9806,64456.61,True,2023-07-18
91E5E27B-304,76094138520,Maria Helena Viana,1972-03-14,PJ_MEDIO,2341,42752.27,False,2015-11-16
2B1DF965-AA8,51720863903,Camila Barros,2000-08-12,VAREJO,2011,66558.76,True,2021-06-03
047F0DDC-A98,23450698729,Mariah da Costa,1998-02-23,PRIME,3695,27257.23,False,2016-04-21
B49889C1-FBF,97068153259,Lucas Gabriel Lima,1968-06-05,PJ_MEDIO,9008,8638.92,False,2024-01-26
AB30F52A-62C,42685109749,Dr. Daniel da Cunha,1954-12-29,PJ_PEQUENO,3161,41789.96,False,2021-04-28
E5F7AB58-912,82416309722,Rael Nunes,1955-03-07,PJ_MEDIO,8575,,False,2023-02-10
16754A36-435,89723546191,Eduardo Marques,1951-12-15,PJ_PEQUENO,5169,,True,2021-06-26
C06F17DC-9A2,14678305939,Dra. Maria Flor Pinto,1956-07-21,VAREJO,7941,,True,2021-01-25
59134585-23E,95142876300,Dom Pires,1955-05-29,VAREJO,8734,,False,2017-01-07
9E1E66D3-DE2,13960854757,Melina Moraes,1962-02-24,PJ_PEQUENO,7135,79439.24,False,2020-01-12
29E98154-23F,17624053934,Rebeca Cardoso,1983-11-13,PJ_PEQUENO,2314,,True,2022-04-30
4210A323-D6F,30259784141,Yago Fernandes,1981-03-14,VAREJO,3924,79438.47,False,2020-12-06
0E516B8F-999,81623497078,Ágatha Câmara,1961-06-04,PRIME,AGENC-???,60860.08,False,2020-03-11
04BDD102-FB8,15462903707,Theodoro Cavalcante,1998-11-05,PJ_PEQUENO,9715,,True,2017-10-10
56D6FE2D-8FE,87645093200,Dr. Isaque Novais,1991-04-29,PRIVATE,3541,23138.5,True,2015-05-12
841E8850-39D,59670132452,Srta. Marina Novais,1987-08-12,PJ_MEDIO,1256,20392.3,True,2016-02-18
486958AD-C07,42073598692,Sabrina Moreira,1953-01-05,PJ_PEQUENO,1797,,True,2019-07-06
43FB0188-85B,52960783492,Dra. Manuela Nascimento,1989-05-19,PRIME,9843,18555.63,True,2016-07-27
0747766E-B0B,68257304956,Arthur Gabriel da Costa,1995-03-17,PRIVATE,4836,65539.22,False,2021-06-23
D1EA4AA4-9AC,68970145320,Yago Brito,1978-10-08,PRIME,5944,70286.28,True,2019-08-21
DC8908DA-8F7,02635187444,Emilly Sá,1976-12-16,PRIVATE,1998,45202.37,True,2022-01-08
D2B61881-C7B,98461053710,Dr. Paulo da Luz,1988-04-29,PJ_MEDIO,9120,5180.4,False,2022-03-20
1208ADB6-F71,07468519285,Thales da Paz,1984-03-12,PJ_MEDIO,6222,56160.21,False,2016-09-03
94E29C76-8D2,19830452689,Ian Machado,1976-11-26,PJ_PEQUENO,4012,,False,2017-09-14
2028D94F-E51,04385962774,Dr. Henry Gabriel Garcia,1970-03-21,PRIVATE,3365,64753.43,True,2021-04-22
3ABC536B-F72,83140957297,Thiago Vargas,1987-01-09,PJ_PEQUENO,9683,12026.28,True,2017-11-10
B7B44BF3-E1C,37416098548,Ana Lívia Costa,1968-03-29,PRIVATE,2295,73894.75,False,2016-01-14
9FD3F770-262,21075843626,Sr. Emanuel da Luz,1998-01-20,PRIME,1844,22574.23,True,2015-10-26
5EB08B28-F06,65198204315,Lorena Santos,1966-11-18,PJ_MEDIO,4555,39132.45,False,2018-05-26
8530D157-EDD,29563078195,Liam Porto,1951-05-18,PRIME,AGENC-???,77023.09,True,2023-05-18
FEA1DFCC-528,62107934525,Dr. Heitor Santos,1992-12-19,PRIME,4350,32635.62,True,2021-03-11
542FDE83-A87,51273649800,Bento Vargas,1978-11-08,PRIVATE,7236,38100.66,False,2018-06-17
B2074467-96B,57123908686,Antônio Silva,1973-06-19,PRIVATE,9401,70800.74,False,2016-02-08
C8928B8F-0A0,60491835205,Vicente Costela,1992-02-14,PRIVATE,4328,30600.34,False,2015-07-07
6D42092A-ED5,84560791384,Rodrigo Dias,2000-06-19,PRIME,3390,2773.26,False,2018-04-24
62839D01-28F,12034986750,Yasmin Cirino,1963-09-04,PRIME,6404,19556.46,True,2020-08-07
D702CAE1-1FC,30764891510,Bianca da Costa,1999-05-27,PRIVATE,5216,,False,2023-02-11
6BD3FEE7-2F6,03219865712,Ian Sá,1994-01-05,PJ_PEQUENO,3756,59022.62,False,2016-11-24
81C3E631-AF2,04781623590,Igor da Costa,1962-07-23,PJ_MEDIO,9000,15947.75,True,2020-11-16
21AA2292-A3D,34250197832,Pedro Henrique Campos,1953-01-13,VAREJO,1794,61500.6,False,2016-07-17
946DE457-D44,34928567056,Yan Brito,1970-10-06,VAREJO,3474,2217.6,False,2019-03-09
B875B80A-47D,95280376400,Maria Alice Moura,1955-06-04,PJ_MEDIO,8916,53253.82,True,2015-01-28
ACFA7CDE-7DE,01273458923,André Ramos,1997-09-30,PJ_MEDIO,7739,2430.3,False,2021-01-03
DB548180-53F,64759328173,Theodoro das Neves,1975-09-21,VAREJO,9228,,False,2024-01-16
07EC18E1-7E1,56839217086,Ana Lívia Pimenta,1966-01-31,VAREJO,2578,42664.25,True,2017-02-25
08D6EE30-B7E,72163895068,Maria Flor Aragão,1997-03-25,PRIVATE,6807,,False,2015-11-20
F88FDEB3-526,45096718220,Raul da Paz,1983-06-21,PJ_PEQUENO,8520,45852.67,True,2018-05-13
CCC4E548-2B4,30492765847,Leandro Cassiano,1957-03-26,VAREJO,2531,33314.35,False,2021-03-13
0ECF74E6-1BA,93764501839,Luísa Andrade,1992-09-14,VAREJO,1154,56673.34,True,2020-08-09
C366A91D-32C,79856413001,Ágatha Barros,1988-12-05,PRIVATE,2562,71741.11,True,2017-07-30
1D4CE7C2-3D0,21078654930,Bento Cavalcanti,1968-12-19,PJ_MEDIO,8790,22780.96,True,2022-09-04
9BFB8CD2-694,05468273144,Asafe Novais,1975-02-26,PJ_MEDIO,1539,15579.33,False,2015-03-06
93078DA7-767,47589230600,Amanda Azevedo,1968-08-02,PJ_MEDIO,3362,60551.98,False,2015-11-12
930F7F60-FD1,19085763401,João Pedro Sá,1976-11-06,PRIME,4939,45985.63,False,2022-08-05
BA387A0F-021,43867902178,Emilly Jesus,1998-07-01,PRIVATE,7288,60815.33,True,2023-11-12
5216EA77-C3D,94320568729,Marcos Vinicius Lima,1957-01-13,PJ_MEDIO,6666,5715.17,False,2017-08-08
451C870A-0E0,05349867148,Rodrigo Casa Grande,1956-10-26,PRIVATE,7499,77560.26,False,2015-05-02
B243CF79-4AF,45703619866,Mariane Vasconcelos,1974-07-10,PJ_PEQUENO,9038,19408.86,False,2019-11-04
E920FF38-E78,37195804232,Isabela Silveira,1966-08-31,PJ_MEDIO,7227,,False,2023-12-13
8203203F-1BB,74183029597,José Jesus,1972-02-10,VAREJO,2344,22535.8,False,2022-12-25
DF38BAED-4E2,82650917377,Melissa Vargas,1963-11-04,PJ_PEQUENO,6188,,True,2015-01-22
89CDAE3A-AA7,56748390265,Valentim Barros,1977-08-28,PJ_PEQUENO,6896,61265.7,True,2016-06-26
CB8DE8E5-AA5,48139072613,Ryan Novaes,1957-10-31,PRIME,8061,36734.23,False,2016-02-28
1D472B18-75F,85019627321,Eduardo Costela,1952-05-10,VAREJO,6798,45006.25,False,2019-04-27
A4249260-388,15890276395,Daniela Farias,1951-02-09,PRIVATE,7779,31942.27,True,2023-02-16
89BF7BEA-4DD,05312468762,Srta. Lunna Abreu,2000-03-13,PRIME,9537,,False,2016-11-25
7A96BC67-B9B,51236489098,Dr. Luan Gomes,1962-06-16,PRIVATE,5933,,True,2015-09-17
EF19EEC0-BD4,76821094594,Dra. Sophie Barros,1965-01-01,PJ_PEQUENO,5521,34556.53,False,2023-10-11
999B258F-314,74560928185,Rafael Alves,1956-11-25,PRIVATE,5123,75621.45,False,2021-08-29
6521CEC9-AA2,23176958455,Giovanna Fernandes,1967-07-18,PJ_PEQUENO,2752,,True,2019-06-09
6EC8FB61-859,42830756126,Juan Sá,1979-10-22,PJ_MEDIO,7224,,False,2019-12-09
52F07F56-04F,35148629746,Ana Cecília da Luz,1980-01-12,PJ_PEQUENO,3230,25084.17,True,2020-05-16
3CB008A4-3D2,34910627561,Asafe Rocha,1978-03-10,PRIME,7524,,False,2023-03-30
57106EA0-11F,63709852447,Gael Macedo,1994-01-19,PJ_MEDIO,4971,27082.07,False,2024-02-27
AE78C8FA-E00,48237501950,Augusto Farias,1985-04-02,PRIVATE,2865,74667.27,True,2021-08-22
F0263AD6-AB7,01493562851,Aylla da Cunha,1998-12-14,PRIME,1440,,False,2022-12-11
36E4E86C-9AD,34507916216,Melissa da Luz,1968-10-22,PJ_PEQUENO,5773,,True,2024-03-08
6E88FF98-416,12064387544,Benjamin Rios,1986-09-15,PJ_PEQUENO,3280,51216.88,True,2017-10-31
0083A2C1-6A4,34971250832,Matteo Aragão,1963-10-30,PJ_PEQUENO,7176,7306.26,False,2021-07-12
B8360065-FB3,95237016812,Sra. Jade Lopes,1985-12-16,PJ_MEDIO,9300,73994.42,False,2021-02-04
58055D5C-B21,45831067262,Gael Câmara,1953-04-19,PRIVATE,9796,48114.87,True,2016-03-23
4EC6A80E-F7E,20349185760,Sofia Mendonça,1972-04-09,PRIVATE,3725,52289.49,True,2021-04-25
17C0540D-837,95460187320,Ana Sophia da Cunha,1985-11-07,PRIVATE,8052,9816.65,True,2017-11-25
68E76439-1E8,70813495601,Ana Vitória Lima,1969-12-01,PJ_MEDIO,9499,45302.48,True,2019-12-31
861064BA-8CC,42195807601,Natália Siqueira,1983-07-26,PJ_PEQUENO,8586,62128.87,True,2018-11-13
4FA36B7A-15A,95063142761,Isabelly Barbosa,1952-03-15,PJ_PEQUENO,2712,,True,2016-04-20
C8CA30A1-BDA,49360178250,Cauê Pinto,1962-09-17,PRIVATE,6110,28430.73,True,2020-11-04
09310F82-F75,48572930132,Eduardo Teixeira,1993-04-29,PRIVATE,AGENC-???,9163.41,False,2018-07-30
A68F5DC6-489,74192063506,Dr. Diogo Barbosa,1956-01-11,PRIVATE,1732,65099.6,True,2015-04-03
328458A5-952,74068195285,Fernanda Cassiano,1980-10-11,VAREJO,3692,74498.91,True,2020-10-14
F1CDD8F8-1EB,35026417817,Maria Alice Souza,1965-08-26,PJ_MEDIO,3623,,False,2020-03-07
67F91DD3-4E3,30187942579,Rodrigo Sampaio,1970-10-20,PJ_PEQUENO,4022,16131.37,False,2019-06-09
CB44EF57-2EE,74628309140,Sra. Carolina Moraes,1952-08-14,PJ_MEDIO,4232,,False,2019-05-12
41447DF0-318,57063481207,Clarice Marques,1950-05-26,PRIME,4371,23350.07,True,2021-06-22
E7FF97B9-1F5,41286973031,Thomas Novaes,1959-02-17,PJ_MEDIO,4063,,True,2020-02-18
29BE421A-5BA,30249578123,Maria Júlia Castro,1960-03-23,PRIVATE,9019,,False,2021-09-11
0555CB56-9ED,04692358700,Joaquim Mendonça,1984-11-12,PJ_MEDIO,7431,,False,2018-12-12
7B71A5BC-EDF,61953478255,Rhavi Ribeiro,1991-01-29,PJ_MEDIO,3826,65378.45,False,2021-11-21
4E94EA62-B64,48096315242,Julia Sampaio,1957-08-09,PRIME,6131,10752.14,False,2016-04-24
5645954F-865,97063521470,Manuela Borges,1966-06-04,PRIVATE,3316,41599.75,False,2021-09-08
74D79365-D71,14297805685,Srta. Isabel Dias,1962-05-15,PJ_MEDIO,7286,34708.54,False,2022-02-16
F7ECC688-7EB,89136504793,Maria Cirino,1998-03-18,PRIME,3733,39936.9,True,2017-02-05
F4417018-1F2,68542397100,Sra. Caroline Barbosa,1978-03-23,PJ_PEQUENO,1878,69443.5,True,2020-06-07
75EF2CEF-225,64170825390,Larissa Nascimento,1962-04-01,PRIME,7290,77160.58,False,2019-08-03
B29EFC3F-0B3,09127836487,Maria Luísa Viana,1994-02-11,PJ_PEQUENO,8272,39862.91,True,2021-05-04
F58A26F9-93F,69125837419,Oliver Silva,1952-10-08,PRIME,5785,4066.56,True,2021-01-11
BD11EEDC-C85,80413796566,Nathan Pereira,1975-11-25,PRIME,8492,,False,2021-03-01
B15246BD-104,25036897447,Lorena Cassiano,1995-10-30,VAREJO,2871,22529.28,False,2021-01-29
3BC1A2D5-34C,54310698298,Rebeca Pimenta,1953-09-25,PJ_PEQUENO,9951,,False,2016-02-24
5CF57AA9-2E4,97214350661,Laís Marques,1972-03-17,PRIVATE,1528,36803.99,False,2024-02-28
7E63ADB8-846,96173548291,Yasmin Pastor,1957-10-21,PJ_PEQUENO,2923,62387.08,True,2017-05-09
F35D7C71-395,13972405804,João Felipe Pires,1981-06-16,PJ_MEDIO,8015,14529.56,True,2023-10-20
DEDA89E4-739,69741823509,Luara Cassiano,1968-07-15,PRIME,1972,,False,2021-09-10
6F5CFB6C-65F,32819546005,Maya Sampaio,1998-05-03,PRIME,6302,78351.51,False,2018-03-31
52D2A17E-E8E,06259847300,Gustavo Pinto,1973-12-26,PJ_MEDIO,2560,12143.73,False,2015-08-31
F367DEC9-297,49582617373,Dom Pimenta,1974-11-18,PRIME,3174,21099.66,False,2024-04-16
034CADE2-4D3,95630274856,Letícia Fonseca,1972-03-17,PJ_PEQUENO,9019,12660.47,False,2022-01-15
30F610BC-369,68023419722,Lorena Barbosa,1987-03-01,PJ_PEQUENO,8405,7428.03,True,2019-07-09
12263431-E5E,35410982606,Apollo da Paz,1996-04-04,PRIVATE,7046,37193.61,False,2018-09-02
18E22FE4-666,74081256985,Clarice Caldeira,1950-03-23,VAREJO,8511,51334.98,False,2015-09-17
4D3FA355-D96,90732481678,Manuella Rezende,1997-12-12,PJ_PEQUENO,4568,77498.09,True,2020-07-19
E662A59B-095,54367280900,Ana Sophia Monteiro,1974-02-03,PRIVATE,5646,28013.78,True,2021-05-07
55F9EF03-44F,18359407657,Lucca da Paz,1993-07-17,PRIVATE,1793,,False,2015-03-08
06B76CEE-1D6,65107842380,Sra. Evelyn Rezende,1961-02-23,PRIME,8230,37336.67,False,2017-04-08
CAD7888E-62F,95842317664,João Lucas Sá,1961-11-01,PRIVATE,3604,70142.23,False,2016-01-18
17C1A81E-00C,90726518476,Fernanda Souza,1982-05-03,PRIVATE,2350,30689.74,True,2015-08-01
