cd_cliente,nr_cpf_cnpj,nm_cliente,dt_nascimento,cd_segmento,cd_agencia,vl_renda_mensal,fl_ativo,dt_cadastro,cd_gestor_relacionamento
ED431952-B97,57293086121,Dra. Brenda da Costa,1953-06-29,VAREJO,1899,75215.32,True,2022-10-21,
57023B92-B02,30186527462,João Felipe Pinto,1973-03-04,PJ_PEQUENO,3507,23532.44,False,2015-11-01,A411310A
87460BA3-138,72981543032,Yago Guerra,1997-08-20,PRIVATE,2230,40615.53,False,2019-07-25,020B2C6C
3FFFE298-DDE,74201369552,Amanda da Cruz,1952-01-15,VAREJO,AGENC-???,,True,2016-07-16,5BF84DBD
9659880D-34D,12463087544,Lorena da Costa,1997-02-04,PJ_MEDIO,2640,29958.77,True,2017-12-18,A0A6C13D
E78CD62D-E6B,47209386122,Brayan da Mata,1979-12-12,PRIVATE,3027,15835.59,True,2021-07-12,D7647F46
1B5E46BE-91E,40927165325,Sra. Gabriela Lopes,1957-01-27,PRIME,1804,23206.42,True,2024-02-07,A4AEC27C
96F22DE4-FEB,45027683162,Sr. Augusto Aragão,1999-04-01,PJ_MEDIO,9946,24830.7,False,2016-02-16,F7122E72
A058926C-83A,73245609116,Natália Sales,1986-03-19,VAREJO,6110,73628.81,False,2016-01-16,
E2EBEAFB-A8C,18423590704,Liz Sousa,1979-11-25,PRIVATE,1852,12245.99,True,2021-08-06,
02E33821-378,70259134805,Maitê Pires,1950-05-12,VAREJO,8814,4838.2,False,2019-07-21,F5BE062E
D92FA23B-86A,03812759659,Mirella Castro,1998-08-16,VAREJO,5330,,True,2015-12-02,D2246DC4
436D7E4D-B9C,46582731017,Letícia Caldeira,1979-12-21,PRIME,4033,52406.13,True,2022-01-27,
44C330D3-871,71284306950,Isabella Machado,1951-07-06,PJ_PEQUENO,4578,58706.77,True,2016-11-24,
2568D908-EF7,64358721044,Carolina Rezende,1995-09-23,PRIME,7683,1914.99,False,2021-06-20,
28698B0D-BBF,10594268702,Benício Nogueira,1966-10-29,PJ_PEQUENO,9971,,False,2017-05-14,E761135E
6025AAB3-FEF,96721304813,Maitê da Mata,1984-11-06,PRIME,9647,,True,2019-07-15,
8AA370BF-9E1,62138905489,Augusto Correia,1986-12-03,PJ_MEDIO,5713,,True,2022-12-05,
0BE073DA-FA4,92610385730,Daniel Freitas,1987-09-13,PRIVATE,9153,1614.03,True,2019-07-20,FB3878AB
6680B6E8-45A,31582049670,Miguel Rocha,1967-02-25,PRIVATE,3100,46764.36,True,2022-07-11,
4A36D91F-957,39706814566,Ian Jesus,1972-04-27,PRIME,1658,19622.17,True,2023-05-10,E99F30F2
F4533B10-2DD,69127380521,Sophie Fogaça,1954-03-06,VAREJO,7467,11937.52,True,2018-02-06,
CEA6CF1B-E86,25391786002,Sabrina Lima,1960-02-08,PJ_MEDIO,1046,52670.46,True,2024-04-22,
E5E9CD09-A57,79814650366,Stella Nascimento,1951-03-27,PJ_PEQUENO,AGENC-???,28296.52,False,2016-08-14,
865C9704-62A,30527194832,Davi Lucca Marques,1963-03-10,VAREJO,7041,,False,2019-04-01,06986E5D
61756E69-9EF,49571308250,Rael Leão,1996-07-20,PRIVATE,8264,53554.9,True,2017-04-26,
A9E1AAAA-400,43586021771,Sabrina Cardoso,1984-12-01,PRIVATE,4080,69791.16,True,2020-06-29,
0F57FE56-6BC,19736205452,Eloah Moraes,1993-11-11,PRIVATE,AGENC-???,,True,2019-11-10,F8435DCA
66171BE7-0C6,54972136855,Anthony Rios,1991-08-04,PRIME,2006,62839.36,True,2023-05-24,B5334923
5DD1048D-E91,65928034105,Dr. Gustavo Henrique Sampaio,1991-02-27,PJ_MEDIO,5736,17501.43,True,2018-03-22,99425105
822051C5-3A8,53107498610,Manuella Pastor,1962-08-16,PRIVATE,5576,15399.22,True,2020-04-22,ED50DBE7
2711E010-E9E,07294153680,Dr. Théo Freitas,1997-07-06,VAREJO,8445,28805.67,True,2020-01-15,649CE7F8
349553E6-8BF,07846351290,Maria Laura Carvalho,1968-01-10,PRIVATE,8812,77135.39,False,2016-10-19,159DA8BF
CB58356F-997,84702351680,Thomas Mendes,1993-02-04,PRIME,8178,72527.31,True,2023-10-05,22636133
A01C2FB8-D51,52694183719,Nathan Dias,1971-01-12,PJ_PEQUENO,7300,,True,2016-03-25,
306FDC2D-E8B,56239871095,Maria Laura Barros,1974-01-06,PRIVATE,9552,21502.68,True,2018-01-18,0105D9F0
EFAAF9B1-F44,40532167961,João Guilherme Oliveira,1996-05-03,PRIVATE,7614,3093.52,True,2017-09-15,
991A5D21-DB1,38245097683,Gabriel Rios,1975-05-17,PRIVATE,5002,60982.35,True,2022-01-14,41997BF3
A49D84DF-75C,43980265765,Otávio Mendes,1994-08-04,PJ_MEDIO,1055,13204.06,True,2018-09-02,
F3F29466-41C,82104675308,João Felipe Novais,1999-09-10,PJ_PEQUENO,6591,1614.65,True,2017-02-06,EF3BF503
929FD3F7-A7D,79034251616,Olívia Caldeira,1959-09-25,PRIVATE,7960,21216.67,False,2021-07-29,6D7B514D
28F355A9-E03,71435062817,Daniela Gomes,1967-11-24,PJ_PEQUENO,6847,9043.06,False,2022-01-02,
77516C0F-46C,71038645948,Isabelly Vargas,1967-08-11,PRIME,6320,5095.57,False,2019-01-01,78C71F31
20E0155F-099,85012794397,Rebeca Camargo,1992-04-16,PRIME,9724,27674.19,True,2019-10-31,
FD73F00B-4B6,93047285179,Júlia Abreu,2000-06-16,VAREJO,2249,9600.6,True,2017-08-05,C4BAE1B8
7DAB133D-E7C,32480175979,Davi Luiz Pimenta,1986-11-06,VAREJO,4358,,True,2016-02-25,
39B1332F-765,97610548375,Paulo Barbosa,1999-03-20,PJ_PEQUENO,3223,,True,2017-06-13,
A975ED9E-EE4,70162348517,Fernando Borges,1983-04-10,VAREJO,1599,21631.84,False,2016-05-07,
A4BCE2C0-28C,81354692764,Antony Gomes,1975-02-27,PJ_MEDIO,8370,71608.56,True,2018-10-27,
332D48C6-063,78290513640,Ana Luiza Moreira,1971-03-28,PJ_MEDIO,2946,8840.55,False,2023-11-15,
C32E78CB-C4B,13624978004,Kaique Macedo,1998-03-02,PRIME,1723,38866.98,False,2021-01-25,
6EEA4155-EFB,19647308213,Asafe da Rocha,1964-12-26,VAREJO,9020,65639.64,True,2023-12-04,333A3ED4
0D37C3D3-D96,23071846517,Elisa Vasconcelos,1986-12-12,PRIVATE,2639,8463.75,True,2021-06-15,
5903461F-628,84729305132,Larissa Sales,1974-11-29,VAREJO,7997,56165.76,False,2023-06-13,326663BA
FD9A1E32-477,39716580240,João Santos,1990-08-01,PJ_MEDIO,3691,3611.6,True,2022-01-13,
44B3AF71-B17,59620314824,Sabrina Macedo,1951-12-01,PRIVATE,4154,15007.36,True,2017-08-17,
2C2156AE-5AC,69850271485,Emilly Pires,1954-01-21,PRIME,4208,66441.28,True,2016-06-27,
F5FD719B-AA6,79182340650,Sophia Almeida,1976-06-19,PJ_PEQUENO,2003,53440.41,True,2021-12-08,
BBA27FFE-0E9,20714985341,Srta. Fernanda Porto,1962-01-25,VAREJO,2931,58470.89,True,2019-02-10,
2DBC6B24-AD0,92184365700,Ian Aragão,1976-11-17,PJ_PEQUENO,3521,55501.49,True,2020-04-24,0EF0799A
D743D9D4-B49,37086295400,Marina Sá,1983-12-03,VAREJO,3807,30901.05,True,2022-09-04,B4D9D199
E4E9CA3C-E10,14536872035,Ana Júlia da Paz,1987-09-18,VAREJO,2389,61506.78,True,2015-10-27,33790016
0176BD48-34F,51863794255,Isabella Azevedo,1963-10-17,PJ_PEQUENO,2776,,True,2017-12-26,
03E66F3C-2F2,23109546752,Nathan Vargas,1996-09-03,PJ_MEDIO,9697,76072.4,False,2020-01-30,CE0FCDCD
A68A3725-39A,82753091404,Bruno Farias,1964-02-14,PJ_MEDIO,9730,53350.55,True,2020-01-14,
9E986D76-B2B,83759401279,Felipe Sampaio,1988-02-13,PRIME,8292,,False,2021-10-19,29F55A53
948F4524-21A,01935487205,Kevin Mendes,1969-03-19,VAREJO,4215,33356.57,False,2023-08-31,
08CEE419-9B7,45907813601,Lorenzo Vasconcelos,1998-01-14,PJ_PEQUENO,2491,,True,2023-12-07,6939CF50
273D2AC9-74D,31504982606,Dante Nogueira,1961-05-17,VAREJO,4764,,True,2021-04-13,
2F2BDBCA-169,48176235008,Maitê Vargas,1993-01-01,PJ_PEQUENO,3215,5647.29,True,2021-01-16,
B670AC33-3C7,02789641501,Henrique Sá,1970-10-18,PRIME,4940,72778.1,True,2017-09-16,
CEC58645-72D,43152987005,Ravi Lucca da Cruz,1998-05-11,PJ_MEDIO,2369,28120.29,True,2017-11-29,
EDB0A109-7B3,32167594828,Hellena Jesus,1973-06-06,PRIVATE,9993,12190.13,True,2015-06-30,
0B8F7D40-3AA,32180756453,Pedro Freitas,1988-05-16,PJ_PEQUENO,4363,12467.43,True,2022-11-02,
4AC01687-299,46295173080,Levi Novais,1958-01-07,PJ_MEDIO,3421,50549.94,True,2019-09-26,F45F4C1C
28E5B965-1F7,80146729501,Alícia Guerra,1999-01-19,VAREJO,6273,37680.59,False,2018-10-15,
0E118CFC-032,92473601534,Thomas Nascimento,1952-09-08,VAREJO,1188,,True,2024-01-30,31435D65
5D91DA9C-862,72690541858,Alice Abreu,1952-09-21,VAREJO,6283,14446.53,True,2015-12-05,
FFA5968B-59D,93560147280,Kamilly Pires,1967-01-31,PJ_PEQUENO,2609,35959.86,False,2015-08-23,
69A6713C-E7B,12036798403,Luna Moraes,1952-04-26,PRIME,6789,26058.26,True,2023-11-30,
AB6563DA-6A8,37519068439,Gustavo Casa Grande,1995-03-21,PRIVATE,5786,,True,2021-02-13,AE77F637
1AFB65AD-ADD,69321485015,Vinicius Vieira,1963-04-10,PJ_MEDIO,9847,38927.1,False,2020-11-09,
7A66EA00-90B,37895042629,Emanuelly Alves,1956-11-15,PRIME,3879,66212.03,False,2020-08-15,0F1A35FE
EE578FE7-A6B,12345790652,Agatha Nogueira,1953-10-23,PRIVATE,7216,38306.64,False,2020-03-29,
2CAC4900-07D,50318974223,Rafael Silveira,1952-05-10,VAREJO,1800,,False,2017-10-03,9A761C0F
886B842D-77A,17230496543,Maria Eduarda Gonçalves,1983-11-26,PRIVATE,6594,,False,2020-12-11,
6E97A20A-0C4,63745190270,Agatha Macedo,1963-06-15,PJ_PEQUENO,7188,45695.62,True,2019-08-19,
5B6A1714-AD9,93126457819,Maya Araújo,1963-05-24,PRIVATE,9383,19385.81,False,2019-02-22,381BC62B
47AF576C-3B0,71896345255,Benicio Fogaça,1954-05-25,PRIVATE,6081,65993.89,False,2023-03-08,
2508FF97-0F2,05639728159,Ísis Nogueira,1953-10-04,PJ_MEDIO,AGENC-???,50563.83,True,2019-07-24,
DA546F7D-A83,28375491004,Heloisa Jesus,1968-08-27,PRIME,7720,,False,2021-12-06,
2D9B3D11-E14,46037859256,Davi Lucas Freitas,1981-11-09,VAREJO,9615,16004.16,True,2015-09-06,
F7FCA913-C68,19754238014,Yago Gonçalves,1974-01-10,VAREJO,3005,69422.23,False,2024-05-12,73533676
B1AB99C0-C11,50623789400,Srta. Mariah Moura,1997-06-03,VAREJO,9671,,False,2022-01-06,
0CBFAB04-3D2,34951706857,Carlos Eduardo da Costa,1973-03-16,PRIME,9969,75952.95,False,2017-10-16,
CF00422D-8B0,50347891675,Yuri Fogaça,1996-04-06,PRIME,7194,57877.24,True,2020-12-04,69AA2A9F
C30DE8C7-AD2,41937852628,Apollo Gomes,1955-10-04,PJ_PEQUENO,5387,20514.83,True,2016-08-02,
ADA03EA4-F03,12903564833,Murilo Farias,1985-11-22,PJ_MEDIO,5835,58490.18,False,2019-07-28,
583C40B4-827,96475182001,Srta. Bella Novaes,1976-09-12,PRIME,1339,20553.22,False,2023-06-26,C46A8C30
9F04E379-E54,86021593405,Kamilly Gomes,1961-09-16,PRIVATE,9656,35324.79,True,2018-06-22,1B535DF3
7C1C94A5-55B,81473952050,Sra. Juliana da Luz,1972-08-05,VAREJO,8568,70065.37,False,2018-04-09,
8D7323DA-1BC,37920146534,Sra. Stephany Azevedo,1984-12-23,PRIME,6811,75772.12,False,2023-07-01,
347A3AEE-93F,09851327603,Arthur Gabriel Jesus,1976-01-27,VAREJO,4057,33157.42,True,2023-02-01,
C8C19B20-2A6,30596712499,Heloisa Costa,1983-02-09,PRIVATE,AGENC-???,55129.9,False,2017-02-24,06F20041
F948DD66-CB5,76809521402,Calebe Vasconcelos,1952-02-02,VAREJO,8697,31115.78,False,2023-11-19,
3E0C6F26-5CB,80231764553,Gael Henrique Barros,1975-02-07,PRIVATE,9404,46693.19,True,2023-08-29,8ADD2C40
A0CC3429-FF9,17068952321,Aurora Siqueira,1970-04-07,VAREJO,7035,20453.31,True,2024-04-24,FAEE9D4A
8C969DCD-FC0,09261485324,Dr. Ryan Mendonça,1974-09-17,PRIVATE,3199,38056.09,True,2022-07-22,F537BE05
ED3E1058-716,98723461519,Sr. Ian Rios,1980-06-30,VAREJO,5746,,True,2018-04-08,35604869
2FCBCC69-CF4,60312978413,Valentim Barbosa,1971-06-05,PRIME,4541,17901.57,False,2017-03-06,5FCEE7F0
9B8DF503-7F2,36195708259,Gustavo Borges,1997-03-17,PRIVATE,6162,,True,2019-06-05,65672E46
F2A095CE-DA8,06892471501,Dr. Anthony Gabriel Costela,1969-11-27,PRIME,2674,,False,2020-11-25,ED8FE5AD
014D8288-A6C,03581672995,Mateus Sampaio,1991-11-06,VAREJO,9919,5293.93,True,2017-09-14,532B8BEB
4E3638D1-748,80475923197,Joana Monteiro,1958-03-15,PRIME,9070,18517.41,False,2022-03-22,
2A61E4B2-58E,79506341893,Alexia das Neves,1978-12-24,PRIME,1642,70767.05,True,2023-02-10,
8AA21B31-02F,50346871271,Antonella Freitas,1956-11-22,VAREJO,9272,40488.31,False,2019-05-14,
2FBD2ECF-0B4,08651297386,Melina Abreu,1958-07-21,PJ_PEQUENO,9203,,True,2015-02-13,
6401991F-F75,40827913613,Luana Santos,1966-08-01,PRIME,1435,79785.15,True,2021-07-28,
2C85EC10-ABD,09847152314,Giovanna da Mota,1959-07-30,PRIVATE,7799,,True,2024-05-23,
D82BA106-0E6,07923815488,Luna da Cunha,1996-12-31,VAREJO,5004,55539.14,False,2020-04-18,CD866A50
49836785-5BB,30729614840,Benjamim Fernandes,1994-08-15,PRIVATE,5647,66108.71,True,2023-02-16,
56CA976E-B3A,69238705429,Ana Liz da Costa,1987-04-12,VAREJO,4501,32253.27,False,2016-07-02,D624E937
30AD6433-5CF,04952713652,Srta. Lara Novais,1955-03-14,VAREJO,6099,,True,2020-11-24,
CCD7C8A3-52C,16243709850,Emilly da Rosa,1975-09-26,VAREJO,9834,,True,2019-06-15,193FF4E7
C772899A-708,08316745984,Srta. Allana da Rosa,1997-07-16,PJ_PEQUENO,6618,67288.12,True,2023-06-26,D727F3FC
17956872-25B,72106594399,Gabrielly da Cunha,1986-07-16,PRIME,3795,65473.29,True,2017-06-02,
83F94C20-E3E,20437516890,Miguel Sales,1995-05-20,PRIME,2204,20351.18,False,2018-10-04,
B68845FF-1E5,18024796511,Luara Rios,1980-04-18,PJ_PEQUENO,2257,8739.64,True,2022-10-19,
C63450B8-AA6,16748253900,Lucas Gabriel da Conceição,1976-05-16,PRIME,9514,43584.25,True,2024-04-20,
C27E9724-474,69703485200,Sr. Guilherme Macedo,1982-11-29,VAREJO,6529,20155.42,False,2019-10-22,
E662F78E-F5A,57940162306,Dom Porto,1989-01-22,VAREJO,9508,,True,2023-05-16,
97A09BEB-8A7,21379068568,Breno Oliveira,1961-07-22,PJ_PEQUENO,1294,75199.35,True,2015-08-15,23E1B137
37D64FEA-CAA,37104956875,Raquel Pastor,1996-09-03,PRIME,6919,,True,2024-03-05,
C9490648-F98,19873062521,Vitor Nogueira,1952-06-12,PJ_PEQUENO,3523,55265.29,True,2018-08-05,1F5A7FBD
2136DA02-713,61378429591,José Miguel da Mota,1969-02-04,VAREJO,3875,61756.18,False,2018-10-26,A96687A0
FD59E15D-028,29506378410,Dante Farias,1981-12-02,VAREJO,8041,41462.45,True,2019-11-22,
1E955005-BFF,93078164250,Amanda Almeida,1959-10-05,PJ_PEQUENO,8950,34821.17,True,2021-12-19,
31136EB7-2C0,67280193404,Srta. Maria Eduarda Sales,1968-12-01,PJ_MEDIO,5321,24296.46,True,2016-04-19,DD7FFC6F
57F1ED13-92E,94576830139,João da Costa,1971-09-21,PRIVATE,1081,63814.19,False,2023-10-01,
B6ED174C-688,63095247800,Bárbara Cavalcanti,1967-05-31,PRIVATE,5889,20137.92,True,2019-07-27,F9505356
ECDCD749-E6C,21093678496,Dr. Caleb Ribeiro,1954-02-20,PRIME,4829,52143.14,True,2015-08-07,
2C6814DE-2CD,10529674343,Larissa da Luz,1959-03-12,PRIVATE,8397,55751.96,True,2021-10-16,897D93E7
89AD6253-EC9,16729380586,Maya da Rosa,1954-04-06,PJ_MEDIO,7033,79465.45,True,2024-01-04,
24DCC018-1D2,69540123780,Dr. Luigi da Conceição,1975-12-17,PRIVATE,3978,,False,2017-11-11,0FB2793F
1F08781A-D00,32056149842,Sr. Eduardo da Cruz,1964-11-09,PJ_PEQUENO,7893,61680.34,False,2023-10-03,
B7C9E77C-C18,24750638900,Srta. Emanuelly Vargas,1976-08-04,PJ_MEDIO,8474,,False,2016-08-17,682C8DD7
23DE1009-3CB,74630958274,Guilherme Novais,1998-01-08,PRIVATE,7293,51486.99,True,2016-08-24,D41B856F
810123B4-A21,25340789683,Joaquim Melo,1979-08-22,PJ_MEDIO,2686,24610.99,False,2021-05-21,AD85A09B
7DF9B2D8-FF5,72809465185,Ana Julia Aragão,1967-06-12,PRIME,4119,10005.86,True,2018-04-20,7A959466
840B1298-1CC,38601275940,Davi Lucas Casa Grande,1962-09-04,PJ_PEQUENO,7622,45767.34,True,2019-07-29,
6C8380B6-AC5,26947503116,Luiz Miguel Nunes,1952-01-23,PJ_MEDIO,8749,,True,2020-02-16,
1A4987AA-33B,03429758629,Heitor Macedo,1987-06-23,VAREJO,8241,15152.3,True,2018-06-21,
1976E514-DBC,38650479200,Rodrigo Câmara,2000-05-22,PRIME,9519,49128.39,False,2022-07-07,976F0658
866EE7CF-8C8,76439152882,Dra. Clarice Garcia,1982-06-17,PRIME,9523,12374.06,True,2024-05-17,
342C6AE3-5C5,86231749096,Murilo Sampaio,1975-07-18,VAREJO,6647,76861.61,True,2016-08-06,
A375C4CE-4B4,32085149723,Bella Fonseca,2000-10-20,PJ_MEDIO,8113,28295.17,True,2019-07-22,4F687ACD
C3F82ED4-196,39740682103,Liz Costa,1982-03-08,PJ_MEDIO,3402,35580.43,False,2016-01-18,
BF3369AC-DB8,95087241611,Sra. Sophie Santos,1999-05-26,PJ_PEQUENO,7198,28560.32,True,2024-04-19,
4CF63C33-8B4,78316540207,Sra. Juliana Fogaça,1969-06-08,VAREJO,8895,64986.26,True,2022-07-15,
AA6CEEAB-73E,80219476594,Dra. Nina Pereira,1963-01-27,PRIME,9659,26125.03,False,2023-06-01,
FDB8035C-7E2,46780139548,Eloá Cavalcante,1960-10-13,PRIVATE,4146,62511.66,False,2021-01-26,784B44AA
1CD46E52-C53,74381256964,Thomas Moreira,1963-05-13,PRIME,6091,68206.44,False,2022-01-08,
3C931862-439,91065328451,Lucas Gabriel Brito,1953-08-22,VAREJO,3690,39055.76,True,2015-01-05,
F58B03CA-C3D,37948506292,Cauã Cassiano,1950-08-02,PJ_MEDIO,8114,48630.81,False,2015-09-14,2D4DEA6A
E8E0C8B9-2F4,72065418362,Oliver Albuquerque,1954-12-13,VAREJO,7343,41056.1,True,2015-11-29,
E2E0B69C-F24,90382675177,Lunna Teixeira,1967-05-07,PJ_MEDIO,6486,66149.5,True,2015-07-16,1FA6BEE7
C249FDF0-34A,40569283124,Brayan Rocha,1955-12-10,PJ_PEQUENO,9647,,False,2015-11-25,81E70F8E
98CE3120-308,81297560485,Maria Flor Campos,1976-04-16,PJ_MEDIO,2198,68840.19,False,2015-08-11,
D1F73E4C-828,37691548273,Ester da Paz,1990-08-27,PJ_PEQUENO,3903,69237.53,True,2021-07-13,E7468DCB
25142CE3-420,49752036180,Dr. Bernardo Aragão,1989-10-09,PJ_PEQUENO,3353,5448.49,False,2017-06-22,
4A53FC47-1FD,71389206521,Isabella Araújo,1975-02-07,PRIVATE,1275,71813.9,False,2019-12-19,E1EE8E03
99CABE86-ED6,29014785305,Olívia Sá,1975-04-04,PJ_PEQUENO,3659,,False,2016-07-26,44182B82
944E631F-2D1,50231984642,Ravi Lucca Fonseca,1986-03-05,PJ_PEQUENO,3130,48310.49,False,2015-03-21,159FFA9A
C7EA8D73-9DC,69182045305,Matheus Gomes,1999-11-01,VAREJO,9062,58411.57,False,2019-04-24,
A3461EB0-337,70932485600,Sophia Garcia,1954-04-12,PRIME,2094,61875.38,False,2015-04-04,
BCAAC3C5-495,27430856144,Gael Nascimento,1985-08-23,PJ_MEDIO,9741,22129.73,True,2017-03-23,D7EC97F7
0EF068D1-064,69417258346,Davi Sousa,1968-03-07,PJ_PEQUENO,4802,8501.17,True,2018-07-10,984CD4CA
173DFEDB-CBF,07684219340,Julia Almeida,1982-02-08,PRIME,4319,28562.18,False,2016-03-21,
B47A0697-1BD,93452087638,Julia Farias,1991-11-30,PJ_MEDIO,2296,37944.02,True,2016-11-03,
F2A68DB9-8A7,50167482920,Esther Alves,1959-02-14,VAREJO,3676,1536.46,True,2017-06-15,
85B71083-1D3,71259368068,Sra. Ana Liz Montenegro,1987-11-07,PRIME,9409,78394.22,False,2016-06-26,
3DCBB7BC-90D,01458796230,João Felipe Barbosa,1991-12-18,PJ_PEQUENO,9947,46514.7,False,2019-03-21,
CF53050A-B5E,58702163977,Miguel Mendonça,1960-11-17,PRIME,4575,,False,2018-06-11,
0BF06CC5-EF0,36478501280,Sr. Igor Aparecida,1973-09-27,PJ_MEDIO,1805,58489.95,True,2021-06-28,AC490A82
738BB1F8-F75,27684013904,Fernando Almeida,1978-12-24,VAREJO,3307,69333.64,False,2020-09-21,
7CFA2BE1-670,45769381264,Bryan Andrade,1953-11-10,VAREJO,8064,23118.25,True,2017-08-26,
39E68EA9-450,08514379666,Zoe Pastor,1990-07-12,PRIME,5098,66812.03,False,2020-04-10,5CC072A8
C11BD33A-0CD,71092345841,Clara Rezende,1997-12-04,VAREJO,3322,72545.86,False,2022-06-26,
D812E8A0-66F,21058639730,Luiz Felipe Farias,1996-01-22,PRIME,4058,,True,2022-03-02,
03ABFAE9-F89,61283704978,José Miguel Fonseca,1958-04-12,PJ_PEQUENO,9785,,True,2022-01-17,6D210F86
5E30F0A5-F88,23849061787,Nicole Leão,1967-05-08,PRIVATE,9510,74550.96,False,2016-12-03,
54806BE5-C68,27985016449,Rebeca Siqueira,1998-12-30,PRIVATE,9049,63074.97,False,2017-08-15,870FC055
A5C3940B-1F6,51074386957,Emanuel Aragão,1988-03-21,PRIME,9836,20577.81,True,2020-10-11,C567F90C
BEF34331-0F2,97628410502,Maria Júlia Jesus,1965-11-25,PJ_MEDIO,6217,33561.38,False,2017-07-26,8A237D54
4897640C-8B6,71480236535,Mirella Albuquerque,1990-05-04,VAREJO,9074,63170.2,False,2019-07-08,D1634536
A3324571-4BE,26375904161,Lunna da Mata,1960-09-04,PJ_PEQUENO,8836,,False,2020-07-26,FBCA172C
E84F138A-A23,25961480720,Olivia Garcia,1971-03-03,PJ_PEQUENO,9491,62721.04,True,2023-11-20,
5971DF51-8BD,89074215360,Ester da Mata,1951-05-22,PRIVATE,1036,31025.17,True,2015-12-12,CC8BE862
7EF30C1E-3E2,73458690247,Raul Almeida,1965-05-03,PRIME,4668,50890.23,False,2022-07-23,44B6C79F
5AF92A1E-13D,49032586106,Gabrielly Pires,1964-04-14,VAREJO,7444,54781.65,False,2015-03-02,
468EE996-A0E,59406872102,Pietro Gomes,1980-01-22,PJ_MEDIO,8328,75059.11,False,2019-07-17,
2386635F-FFA,53860491784,Benjamin Peixoto,1963-06-28,VAREJO,9566,52627.18,True,2015-10-25,
22BD1C4C-212,92375618491,Sr. Joaquim Oliveira,1962-06-13,PRIVATE,7519,77559.95,True,2021-04-02,
251CCE99-C88,01582476985,Rafael Moreira,1997-12-06,PRIVATE,4853,35251.94,False,2023-10-14,
8457D42B-D59,54108937600,Dr. Vinícius Ramos,1999-01-19,VAREJO,3594,,True,2018-09-17,
81DC05A8-F89,13762805407,Ana Laura Duarte,1953-01-16,PJ_MEDIO,4765,,False,2023-01-24,
84BE2048-B44,58149362746,Caio Mendonça,1972-07-01,PJ_MEDIO,5781,52397.1,False,2021-10-16,
33D9A58C-CAE,50742381960,Pedro Lucas Sá,1980-04-19,PJ_MEDIO,9391,44952.96,True,2022-04-05,CB4CA230
25057469-993,52369487119,Heitor da Conceição,1957-07-15,PRIVATE,6681,36971.3,False,2024-02-01,
F50D406B-1E1,85943162755,Kaique Nogueira,1953-03-19,PJ_PEQUENO,2501,,True,2017-08-21,
A3F2C949-942,09412736525,Enrico Andrade,1998-10-20,PJ_PEQUENO,8333,32153.95,True,2021-01-17,
8772E6FA-CB9,67031924561,Gael Ribeiro,1966-10-03,VAREJO,8405,,True,2021-11-20,9A8D2B0F
6A697530-BE2,07823945665,Allana Moreira,1955-09-12,PJ_PEQUENO,9108,49418.91,False,2019-04-24,
4FFE1A1B-0BD,32671485026,Ravy Moreira,1998-08-16,PRIME,8151,41205.73,True,2024-05-21,AE0BEEF7
7A0F5DCD-FFF,72015984658,Mariana Farias,1961-08-14,PRIVATE,9456,,False,2023-05-30,
19A6BA77-888,02348197588,Isabella Azevedo,1953-06-05,PJ_MEDIO,6214,,True,2019-06-21,27B9D153
044FA7EF-F52,14256708308,Danilo da Paz,1966-09-16,PRIME,7040,5571.95,False,2015-05-03,F14B49B8
546C6C49-A4C,45673980175,Maria Laura Andrade,1982-05-01,PJ_PEQUENO,7241,,False,2022-09-09,
35CA54D5-CC7,50148237932,Maria Luísa Pimenta,1990-12-20,PJ_MEDIO,1627,3904.78,True,2016-11-18,
C842044E-241,35476082956,Rodrigo Caldeira,1975-01-31,PJ_MEDIO,3882,62602.76,False,2019-03-15,2056B52F
613A73A8-A4B,65920374152,Luísa Câmara,1974-01-27,PRIVATE,3990,74837.12,False,2020-03-01,
968C0718-AF3,06789123512,Raquel Albuquerque,1985-05-09,PRIME,3299,29212.06,False,2017-01-30,
0D04F9DC-D38,96702415885,Bento Marques,1972-02-16,PRIME,9727,59539.8,False,2023-11-08,
8F5206C1-DA7,38725094629,Dr. Alexandre Macedo,1985-02-10,PRIME,4187,44375.29,True,2018-10-25,14DFE163
5E488BA7-196,96734205134,Pedro Borges,1986-04-29,PRIME,5271,7749.15,False,2017-02-03,
80A68E8C-74F,42197365061,Maria Clara Guerra,1997-10-27,PRIVATE,8918,15465.04,False,2019-05-13,EEA8B254
10C41DAA-21B,61798502402,Bianca das Neves,1965-01-16,PJ_MEDIO,3815,33186.64,True,2022-10-16,0A8B364A
0FBD1AA6-DE6,67543291061,Bella da Paz,1969-12-10,PRIVATE,9679,49223.1,False,2016-02-23,
7EF09202-957,69017325461,Vitória Caldeira,1970-01-21,PJ_MEDIO,2740,45454.78,False,2019-02-21,
D7EA0CA0-D6E,39870215602,Henrique da Rocha,1982-10-26,VAREJO,9022,42236.4,False,2021-04-07,D6F82C32
10AEB891-6B8,90158736230,Sra. Maria Isis Aparecida,1979-02-07,VAREJO,6250,60845.05,False,2024-04-01,8CC362B8
0CBC6065-D0F,82419503651,Kevin Pires,1973-06-24,PRIME,1124,16741.52,True,2022-07-29,
522BF1FE-E7B,58094167211,Bella Nogueira,1995-12-18,PJ_MEDIO,AGENC-???,74216.01,True,2020-05-25,
