cd_cliente,nr_cpf_cnpj,nm_cliente,dt_nascimento,cd_segmento,cd_agencia,vl_renda_mensal,fl_ativo,dt_cadastro
0F8A900F-71E,12604938731,Gael Henrique Cavalcanti,1959-04-15,PRIVATE,2381,41107.1,True,2015-06-10
0FAF9DCD-47B,59781306475,Raquel Siqueira,1972-03-24,PJ_PEQUENO,8199,,True,2019-01-30
A178FF1F-4FE,19832754682,Luiz Fernando Ramos,1983-06-14,PRIVATE,7347,33588.4,False,2022-08-12
2D04FEC8-304,02195348704,Isabel Pastor,1954-09-12,PRIVATE,2079,27380.72,False,2018-03-09
31E2D8D1-53D,20538697121,Gael Henrique Siqueira,1972-08-10,PJ_MEDIO,3463,27668.92,True,2018-12-03
5210D4E7-49C,14793826555,Benjamim Cassiano,1977-10-31,PJ_PEQUENO,3112,48210.74,True,2018-06-22
6B4E6E5C-937,76405819310,Valentina Fogaça,2000-02-22,PJ_PEQUENO,6381,65335.01,True,2022-03-31
86203565-CA5,62915837040,Thiago Gonçalves,1987-12-27,PJ_MEDIO,6928,2931.1,False,2017-01-08
15A205AA-07E,59127346099,Dr. João Gabriel Santos,1969-03-20,PRIVATE,8967,16572.41,True,2016-09-26
6C4E90BE-315,85903761410,Dom Nascimento,1956-12-03,PRIVATE,2657,41353.64,True,2022-06-04
22FFF48F-913,05942167885,Henrique da Conceição,1980-03-19,PJ_MEDIO,3147,48383.85,True,2016-10-26
A0DA0ADE-C68,32481067940,Arthur Gabriel Duarte,1966-03-23,PJ_MEDIO,3712,,True,2019-08-10
2CB733D5-B5B,13506794299,Davi Luiz Teixeira,1982-09-07,PRIME,8277,49431.74,False,2017-08-16
553AB2FE-F5F,87069342187,Mariah Rodrigues,1997-11-28,PRIME,6070,77299.34,False,2024-05-13
65D3D99E-B64,45283196755,Isabella da Cruz,1967-05-29,PRIVATE,8218,37741.88,False,2023-09-23
F2581923-588,80762345900,Lorena Andrade,1984-04-05,PJ_MEDIO,9641,34364.87,True,2024-02-28
4523346E-51B,91482365782,Eduarda Gonçalves,1967-12-01,PJ_MEDIO,3267,,True,2022-03-11
FA24C023-36B,46158920711,Enrico Souza,1993-02-11,PRIVATE,2680,57344.98,True,2018-03-13
29CB6ABB-109,59826340774,Eloá Gomes,1957-07-11,PRIME,5469,36771.56,True,2024-04-26
AB4FDE5E-2CD,86437190566,Srta. Maria Luísa Moraes,1989-04-01,VAREJO,4637,,False,2015-04-20
AA454DBB-DB5,13069478204,Olívia da Conceição,1987-03-23,VAREJO,7495,40907.56,True,2019-05-01
1B8C67DD-10D,05381674910,Srta. Maria Laura Oliveira,1957-04-28,PRIVATE,4678,3712.72,True,2024-05-30
299E7FFB-394,57913802677,Yago Souza,1980-01-30,PRIME,3254,4506.8,False,2022-10-22
46AC6153-6F6,73965014234,Yan Cavalcanti,1962-06-14,PJ_PEQUENO,8349,49804.84,True,2015-03-19
4C914BB3-1C8,20784135690,Emanuelly Sampaio,1972-12-17,PRIME,3449,44581.13,False,2016-03-31
D682CE72-6B3,94085637274,Vitor Gabriel Viana,1975-11-06,PRIME,5934,11065.1,True,2019-09-16
E3495444-BD8,89534760200,Henry Gabriel da Luz,1991-01-04,VAREJO,2816,67179.99,False,2021-09-10
64F2E48B-EC8,97536284128,Bento Brito,1998-02-03,VAREJO,9443,46641.23,True,2018-04-08
15BA48E8-A1E,41527639061,Ana Luiza Oliveira,1988-07-05,VAREJO,6780,20384.29,False,2017-02-06
69923483-7B9,78309526474,Bento Ribeiro,1957-09-06,PJ_MEDIO,6908,6812.83,True,2019-05-19
348A9484-07A,07356928159,Dra. Luara Cassiano,1992-03-06,VAREJO,7338,78511.59,False,2023-05-20
44210EDC-AB2,09481653757,Théo Duarte,1951-06-17,PRIVATE,2106,28567.0,True,2023-08-27
F88BB718-04D,73480562965,Henry Gabriel Costa,1979-10-31,PRIME,1726,29155.48,False,2024-02-15
3F501195-AB1,82957361400,Camila da Luz,1965-09-16,PJ_PEQUENO,8840,51091.26,True,2015-09-16
E658EE16-EAC,86723095103,Renan da Mata,1991-01-23,VAREJO,5807,17324.89,True,2015-06-21
C92D6A9E-657,50723486107,Dr. Pedro Lucas da Mota,1978-04-25,PRIVATE,9444,32760.59,False,2017-11-03
D759A5EF-E24,07984125694,Sr. Ryan Cavalcante,1953-04-14,PRIME,5687,29522.47,True,2022-05-09
9A10D3EA-DAE,74859063210,Caroline Cardoso,1979-10-12,PRIVATE,3039,64248.38,False,2019-06-27
582E6E1B-1A1,43892750629,Srta. Cecilia Porto,1989-06-14,PJ_PEQUENO,6554,77937.3,False,2022-10-05
54577953-34A,79024538114,Dr. Henrique Barros,1994-08-20,PRIVATE,9507,22437.57,True,2023-02-26
48FE1926-126,40971863296,Ravy Cardoso,1988-02-01,VAREJO,8055,,True,2021-02-12
232BA487-0E5,02391568460,João Lucas Correia,1976-05-10,PRIVATE,2680,7785.41,False,2018-06-09
54DE4850-4DB,90243851642,Nathan da Paz,1990-01-02,PJ_MEDIO,7981,,False,2018-12-10
15B312A1-1D0,31647290570,Sr. Anthony Vargas,1990-02-11,VAREJO,6776,49765.84,False,2018-01-29
68B5643E-A3C,18059723677,Breno Cavalcante,1955-02-23,VAREJO,7655,30019.92,True,2015-05-08
10591127-88D,40169385205,Srta. Isis Pastor,1962-10-23,PJ_MEDIO,8179,4231.72,True,2017-08-24
D2EF3BDB-024,30186579268,Maria Clara Gonçalves,1982-11-12,PRIVATE,7272,76033.17,True,2021-10-14
C878FA14-9D0,62795810395,Isaac Sampaio,1963-10-07,PJ_PEQUENO,7077,,True,2021-06-08
5EB51A5D-1EA,59271840305,Srta. Brenda da Paz,1962-05-09,PJ_MEDIO,7012,,False,2017-10-19
1BA02838-692,46290571370,Vitória Araújo,1960-03-06,VAREJO,4048,40674.95,False,2021-04-19
D5723BCF-3FD,24893615033,Vinicius Moreira,1960-07-25,PRIVATE,5264,56766.97,True,2021-11-11
504318A1-B57,18675290411,Ana da Paz,1975-08-15,PJ_PEQUENO,4279,,True,2020-01-26
FBCB9AE3-9BA,46075938184,Pedro Lucas Costela,1965-06-28,PJ_PEQUENO,2438,65125.29,False,2022-06-28
59BFAB72-73E,27546308135,Sra. Alana Sales,1981-03-03,VAREJO,9882,24293.44,False,2016-10-07
8D72BF5D-5D6,58401927323,Srta. Maria Isis Nogueira,1965-08-14,PRIVATE,9335,19102.97,True,2023-11-19
FED3D6BE-C45,90654283133,Ana Júlia da Rosa,1962-06-17,PRIME,9094,3563.3,False,2020-03-29
BF6BD1A9-6F3,18039645700,Maria Helena Pimenta,1999-06-29,PRIME,2412,,False,2023-01-15
01C80B49-45C,30195246870,Sabrina Martins,1992-12-10,PJ_MEDIO,7730,,True,2016-05-28
ABEB86B3-3FA,94605827102,Ian Casa Grande,1978-06-11,VAREJO,8372,38067.91,False,2016-06-09
FB506046-D5A,53791824023,Otávio da Paz,1999-06-18,PJ_MEDIO,3981,61770.86,True,2019-11-08
EF9498D2-237,70895123479,Mariane Moraes,1995-02-11,VAREJO,3034,42171.02,False,2016-11-05
88092CC3-B56,21430786922,Dr. Enzo Gomes,1964-07-13,PRIVATE,4694,28662.81,False,2015-11-20
861265C3-CD6,35421860906,Thales Macedo,1972-06-25,PRIME,5496,11325.87,False,2021-11-21
34A1AC68-6F5,46327591809,Ísis das Neves,1997-11-11,VAREJO,9234,51817.51,True,2016-12-02
9119100B-4DF,19243508741,Joana Brito,1980-04-16,PJ_MEDIO,1674,66281.05,True,2015-11-29
0438C692-9F4,92034781678,Ester Cavalcanti,1954-01-29,PJ_MEDIO,5336,52613.7,False,2021-12-06
930ED4DB-B75,78461093593,Sr. Raul Pinto,1952-09-19,PJ_PEQUENO,9938,24239.23,False,2020-06-01
015F4A66-472,70296145343,Isabella Porto,1971-12-21,PJ_PEQUENO,5873,37103.21,True,2016-10-09
2F237EB2-44B,75318260977,Antony Siqueira,1989-06-09,PJ_PEQUENO,8933,,False,2021-10-20
AA15A1D0-2E9,02461835942,José Pedro Nogueira,1962-11-21,PRIVATE,6231,,False,2019-06-22
8EFD3997-2F0,68513249033,Sra. Hadassa Cunha,1961-09-24,PRIVATE,9437,45589.62,False,2017-09-17
53717FBA-CA2,65348910775,Cecilia Souza,1991-11-07,VAREJO,5382,36793.29,True,2016-02-01
7872CA2C-439,90142367869,Natália das Neves,1954-07-17,PRIVATE,7293,69336.86,False,2017-10-13
DBFD80DC-DAF,63910842542,Aylla Camargo,1964-04-30,PRIVATE,6123,16401.98,True,2020-08-02
8C58556C-4A8,37108526921,Gabrielly Aragão,1996-03-06,PJ_PEQUENO,AGENC-???,,False,2015-04-05
BF83F513-F1A,05194863233,Vitor Sales,1958-01-29,PJ_PEQUENO,9281,,True,2017-05-31
2D8889BC-7C3,18320947669,Ana Liz Correia,1981-08-29,VAREJO,1828,23586.47,False,2018-03-16
4116FB2D-F4C,90342578600,Ana Sophia da Conceição,1998-02-24,VAREJO,2761,35327.83,False,2023-02-27
85945462-6D8,87326951446,Isaque da Cruz,1982-10-25,PJ_PEQUENO,6995,5051.53,True,2021-05-24
3EE34EE4-5AE,14835769228,Isabel Camargo,2000-05-27,PRIME,6939,44928.0,True,2019-05-02
160BAD03-3CD,98027315603,Diego da Conceição,1995-03-29,PJ_PEQUENO,5582,66286.94,True,2016-06-11
B4A15AA9-EB5,06425137835,Otávio Alves,1958-09-04,PJ_PEQUENO,7114,63899.43,False,2021-04-03
FA25C815-BCD,71208369431,Sra. Julia Santos,1982-10-20,PRIME,4261,48793.34,False,2020-08-10
07647568-DC0,08952174305,Ana Cecília Rezende,1953-08-12,VAREJO,1637,12257.36,False,2024-01-07
06D8DCB5-8B9,69142058767,Lucas Gabriel Rocha,1992-07-02,PJ_MEDIO,8487,13191.84,True,2018-09-05
282AD928-9D8,20475836910,Sara Jesus,1978-07-30,PRIME,7438,79263.34,False,2021-08-28
869D641D-04C,36415879057,Kevin Vargas,1980-03-06,PJ_MEDIO,9351,43288.68,False,2020-04-29
418976CD-F56,59412038704,Liz Aragão,1951-06-30,PRIVATE,6427,54393.8,False,2021-07-18
B46DE627-50A,96025834105,Sofia Borges,1977-08-08,VAREJO,8775,22344.14,True,2023-02-02
54ADA230-3A0,30254896189,Sarah Guerra,1954-08-10,PJ_MEDIO,8871,,False,2016-08-28
24492733-F39,17386205902,Maria Fernanda das Neves,1971-09-24,VAREJO,2800,,False,2018-07-08
A65889A1-4F7,05167283930,Theodoro da Mota,1987-07-28,PRIME,7765,,False,2020-08-17
5156CD55-C0F,25436189709,Benício Guerra,1992-04-23,VAREJO,3262,,False,2022-06-05
FDBD7CF8-252,50874962102,Dr. Luiz Otávio Fogaça,1992-12-01,PJ_MEDIO,7173,26129.58,True,2020-02-26
0F89D07B-589,04165789267,Clara Sampaio,1997-10-30,PRIVATE,9950,29311.53,False,2021-11-03
770806C3-243,47016592820,Ana Carolina Barbosa,1993-06-09,PRIME,5038,23402.0,False,2017-07-10
52503B3F-820,70512943850,Bryan Mendes,1976-09-13,PRIVATE,4396,,False,2018-07-22
B3B56571-8EB,64902318750,Sr. Danilo Mendes,1993-01-17,PRIVATE,5480,24091.47,False,2019-06-05
5858140E-C2D,81520397640,Sophia Moura,1980-12-18,PRIME,5758,4802.22,True,2018-11-19
13D0163D-E24,46932718022,Aylla Silveira,1989-09-08,PRIVATE,8849,,False,2021-04-21
28A586C1-14C,03916528424,Dra. Marcela Duarte,1974-05-15,PRIME,2789,49830.65,True,2017-09-20
32356FAE-4A3,80219637431,Fernando Macedo,1954-07-22,PJ_MEDIO,4697,51578.65,True,2016-02-15
6258D4BE-6C2,63914582006,Sara Souza,1987-01-30,PRIVATE,8739,9392.78,True,2015-01-22
919FA2B9-725,80564219398,Rodrigo Cassiano,1999-05-17,PRIME,7666,52752.08,False,2020-05-09
74A1A736-FB7,01498657320,Yan Fernandes,1967-11-23,PRIVATE,6262,,True,2023-08-15
6AD593E6-7D5,96421587011,Catarina da Luz,1958-01-10,PJ_MEDIO,4804,43509.45,True,2016-12-18
99C6F050-20E,52963471025,Leonardo Ferreira,1987-06-29,PRIME,1595,79777.99,False,2023-11-02
6FEE8553-E69,15739824664,Ana Azevedo,1994-06-11,PRIME,5742,70324.34,True,2018-05-07
A7E92950-21F,05378924197,Maya Leão,2000-12-14,PJ_MEDIO,2758,74383.71,False,2018-03-11
2B9046E9-788,62809371512,Francisco da Cruz,1990-10-06,PJ_MEDIO,9590,40272.12,True,2020-08-27
B82B8D78-387,54821637090,Nina Carvalho,1991-12-28,PRIVATE,4159,,False,2016-10-27
BE0F14A9-D82,19762048520,Isaque Moura,1991-03-04,PRIVATE,4050,,False,2023-11-13
EE72BE42-F0E,52607493161,Luiz Miguel Montenegro,1976-06-20,PJ_MEDIO,4164,15276.35,False,2024-04-10
5A821760-175,54783296065,Ísis Alves,1988-05-15,PJ_MEDIO,6372,,True,2017-01-26
4C10A3FF-C27,24795180601,Ana Liz das Neves,1962-08-13,PJ_PEQUENO,6301,74962.29,True,2017-12-04
C16D18FE-B9E,29358167068,Lívia Albuquerque,1984-05-30,PRIME,8319,60669.9,False,2018-05-21
A58E571B-F18,45380962106,Nathan Cavalcanti,1951-01-10,PRIVATE,6890,55882.33,True,2022-06-28
F636437E-DCF,68021539470,João Farias,1960-08-09,PJ_PEQUENO,6026,14037.77,False,2022-09-28
D70878EB-7E4,90714386278,Renan Barros,1960-07-14,PRIVATE,7021,49748.1,True,2016-07-01
5F94E832-229,97506218321,Dra. Maria Clara da Mata,1992-11-25,PRIME,8454,60197.18,False,2019-08-31
C64190DD-3FE,21074958667,Eduarda Macedo,1999-04-11,PJ_PEQUENO,9806,64456.61,True,2023-07-18
AABA51F0-01F,63597104800,Clara Farias,1972-03-14,PJ_MEDIO,2341,42752.27,False,2015-11-16
65DCD822-B87,73840695210,Anthony Gabriel Ramos,2000-08-12,VAREJO,2011,66558.76,True,2021-06-03
F58CDD7C-ED3,23854910797,Vitor da Conceição,1998-02-23,PRIME,3695,27257.23,False,2016-04-21
3C7DA799-DEA,27901438541,Aurora Sá,1968-06-05,PJ_MEDIO,9008,8638.92,False,2024-01-26
59FB3A21-2CD,08415269749,Elisa da Cunha,1954-12-29,PJ_PEQUENO,3161,41789.96,False,2021-04-28
5C557931-1CD,29750136802,Henrique Aparecida,1955-03-07,PJ_MEDIO,8575,,False,2023-02-10
389D7F82-263,82346759074,Marcela Pires,1951-12-15,PJ_PEQUENO,5169,,True,2021-06-26
2BB23FFE-29A,56134982709,Matheus Porto,1956-07-21,VAREJO,7941,,True,2021-01-25
255BD9D3-892,76283540929,Pietro Jesus,1955-05-29,VAREJO,8734,,False,2017-01-07
139ADA40-54E,23860195433,Srta. Letícia Barbosa,1962-02-24,PJ_PEQUENO,7135,79439.24,False,2020-01-12
0421FA63-5AE,52783641062,Ester Gonçalves,1983-11-13,PJ_PEQUENO,2314,,True,2022-04-30
818168DE-7D6,67034591857,Pedro Henrique Alves,1981-03-14,VAREJO,3924,79438.47,False,2020-12-06
B0CDA357-BEB,16895247076,Dr. Samuel Mendes,1961-06-04,PRIME,AGENC-???,60860.08,False,2020-03-11
27A1E2F9-4EC,54012638998,Dra. Ayla Aragão,1998-11-05,PJ_PEQUENO,9715,,True,2017-10-10
8A0F85BC-F09,63154908757,Daniela Duarte,1991-04-29,PRIVATE,3541,23138.5,True,2015-05-12
AE839E03-D7C,24695178346,Luigi Gonçalves,1987-08-12,PJ_MEDIO,1256,20392.3,True,2016-02-18
BC7DED85-1D4,08965174201,Sr. Valentim Abreu,1953-01-05,PJ_PEQUENO,1797,,True,2019-07-06
46B0983E-537,25194036752,Sra. Agatha da Luz,1989-05-19,PRIME,9843,18555.63,True,2016-07-27
E2ED280E-FA2,67520349152,Luiz Gustavo Cunha,1995-03-17,PRIVATE,4836,65539.22,False,2021-06-23
D0FA69CC-35F,95108243642,Thomas Pimenta,1978-10-08,PRIME,5944,70286.28,True,2019-08-21
ACDEE7EB-6B9,16583794039,Sophia Lima,1976-12-16,PRIVATE,1998,45202.37,True,2022-01-08
CAD270A3-4F4,50463917243,Evelyn Marques,1988-04-29,PJ_MEDIO,9120,5180.4,False,2022-03-20
919FF97C-214,41287395023,Cecília Dias,1984-03-12,PJ_MEDIO,6222,56160.21,False,2016-09-03
15B11118-ABB,56213480951,Sr. Vinicius Andrade,1976-11-26,PJ_PEQUENO,4012,,False,2017-09-14
B7801ECA-F80,57839061230,Davi Luiz Casa Grande,1970-03-21,PRIVATE,3365,64753.43,True,2021-04-22
4D0A05C9-C99,91427065306,Isabela Albuquerque,1987-01-09,PJ_PEQUENO,9683,12026.28,True,2017-11-10
FBF4625C-D49,07863152968,Bernardo Moraes,1968-03-29,PRIVATE,2295,73894.75,False,2016-01-14
9E5150FF-BD8,07638219422,Cecilia das Neves,1998-01-20,PRIME,1844,22574.23,True,2015-10-26
650DD9F7-B8E,73541620862,Nathan Sousa,1966-11-18,PJ_MEDIO,4555,39132.45,False,2018-05-26
F5D7BCBD-290,19034867269,Stephany das Neves,1951-05-18,PRIME,AGENC-???,77023.09,True,2023-05-18
D7B3CC28-5FF,15648079249,Vitor Cavalcante,1992-12-19,PRIME,4350,32635.62,True,2021-03-11
C006A7E5-833,30145987639,Valentina da Cruz,1978-11-08,PRIVATE,7236,38100.66,False,2018-06-17
4FBD803A-FB8,90521736803,Pietra Vargas,1973-06-19,PRIVATE,9401,70800.74,False,2016-02-08
9385C0E8-893,71206398469,Yuri Carvalho,1992-02-14,PRIVATE,4328,30600.34,False,2015-07-07
EE87951E-3FE,85076492383,Gabriela Azevedo,2000-06-19,PRIME,3390,2773.26,False,2018-04-24
A25D1128-865,23416058771,Matteo Souza,1963-09-04,PRIME,6404,19556.46,True,2020-08-07
2895C5A2-566,52463179007,Elisa Casa Grande,1999-05-27,PRIVATE,5216,,False,2023-02-11
0FBC7D6B-CEF,27041956849,Sara Albuquerque,1994-01-05,PJ_PEQUENO,3756,59022.62,False,2016-11-24
8EE27F23-8B5,89735602474,Maria Vitória Fernandes,1962-07-23,PJ_MEDIO,9000,15947.75,True,2020-11-16
FDA1B6CA-15A,31542869005,Maria Eduarda Vasconcelos,1953-01-13,VAREJO,1794,61500.6,False,2016-07-17
3E50CDD6-D01,78260541335,Dra. Letícia Gomes,1970-10-06,VAREJO,3474,2217.6,False,2019-03-09
A6A27732-4EF,32769081586,Clara Rios,1955-06-04,PJ_MEDIO,8916,53253.82,True,2015-01-28
E960F13C-5BE,49268730103,Henrique Campos,1997-09-30,PJ_MEDIO,7739,2430.3,False,2021-01-03
A36AB47E-C91,89160427396,Dra. Aylla Câmara,1975-09-21,VAREJO,9228,,False,2024-01-16
C47AF1D6-87F,04785216344,Vitor Hugo Campos,1966-01-31,VAREJO,2578,42664.25,True,2017-02-25
B6BBF640-FE5,25874069356,João Gabriel da Rocha,1997-03-25,PRIVATE,6807,,False,2015-11-20
0D8A98D7-81A,86190234704,Sra. Rebeca Fernandes,1983-06-21,PJ_PEQUENO,8520,45852.67,True,2018-05-13
D62C878F-8E7,47239018504,Sra. Carolina Brito,1957-03-26,VAREJO,2531,33314.35,False,2021-03-13
B7861452-D89,41639052860,Leandro Oliveira,1992-09-14,VAREJO,1154,56673.34,True,2020-08-09
9C9769BE-2A8,39175480620,Davi Luiz Moura,1988-12-05,PRIVATE,2562,71741.11,True,2017-07-30
34F32B16-F26,75982143014,Heloisa Brito,1968-12-19,PJ_MEDIO,8790,22780.96,True,2022-09-04
01BD1413-6B5,35624190743,Antônio Cavalcante,1975-02-26,PJ_MEDIO,1539,15579.33,False,2015-03-06
EDEF420E-C9C,59186470230,Joaquim Cassiano,1968-08-02,PJ_MEDIO,3362,60551.98,False,2015-11-12
AD995BCD-442,56802431726,Ian Aparecida,1976-11-06,PRIME,4939,45985.63,False,2022-08-05
623D4D97-D03,74803621969,Heloisa da Rocha,1998-07-01,PRIVATE,7288,60815.33,True,2023-11-12
48BAE4CA-D1A,58712406902,Luiz Gustavo Cunha,1957-01-13,PJ_MEDIO,6666,5715.17,False,2017-08-08
87FCAE09-9E2,06351984793,Leandro da Cruz,1956-10-26,PRIVATE,7499,77560.26,False,2015-05-02
5487ECCD-25E,70635218968,Thiago Aragão,1974-07-10,PJ_PEQUENO,9038,19408.86,False,2019-11-04
6EDCE3EE-6F4,09742851379,Srta. Clara da Luz,1966-08-31,PJ_MEDIO,7227,,False,2023-12-13
BE18B6E2-3CC,65901428749,Sr. Lucas Gabriel Montenegro,1972-02-10,VAREJO,2344,22535.8,False,2022-12-25
41515129-E21,09235876168,Lucas Porto,1963-11-04,PJ_PEQUENO,6188,,True,2015-01-22
90D5DCB7-CB4,16205347890,Matheus Brito,1977-08-28,PJ_PEQUENO,6896,61265.7,True,2016-06-26
45874530-02E,14287953673,Pedro Lucas Moreira,1957-10-31,PRIME,8061,36734.23,False,2016-02-28
6DF5E3AB-EA1,84215703905,Camila Peixoto,1952-05-10,VAREJO,6798,45006.25,False,2019-04-27
72607FEC-0AC,53798401241,Mirella Teixeira,1951-02-09,PRIVATE,7779,31942.27,True,2023-02-16
EE762DFC-8FA,58132976002,Vitor da Mota,2000-03-13,PRIME,9537,,False,2016-11-25
E9D187B8-5FA,65429031780,Benjamin Porto,1962-06-16,PRIVATE,5933,,True,2015-09-17
EEBDF162-06B,34715906848,Caroline Rios,1965-01-01,PJ_PEQUENO,5521,34556.53,False,2023-10-11
5B7E6AB5-8CF,64518079310,Sr. Theodoro Nogueira,1956-11-25,PRIVATE,5123,75621.45,False,2021-08-29
1817F2E9-121,56327891446,Henrique da Mota,1967-07-18,PJ_PEQUENO,2752,,True,2019-06-09
B5C60E1E-5D2,29157048649,Ana Sophia Pastor,1979-10-22,PJ_MEDIO,7224,,False,2019-12-09
AB95DD28-1B0,67403281969,Marcela Montenegro,1980-01-12,PJ_PEQUENO,3230,25084.17,True,2020-05-16
320D1983-68A,25106439833,Luiz Miguel Pastor,1978-03-10,PRIME,7524,,False,2023-03-30
7CEE1B41-BF8,79468203131,Gael Henrique Melo,1994-01-19,PJ_MEDIO,4971,27082.07,False,2024-02-27
4D4838AD-7B0,64732981003,Vitor Hugo Duarte,1985-04-02,PRIVATE,2865,74667.27,True,2021-08-22
F3627EB0-78A,01623549833,Gabrielly da Rosa,1998-12-14,PRIME,1440,,False,2022-12-11
CA8F78F5-F28,19428305642,Dr. Miguel Alves,1968-10-22,PJ_PEQUENO,5773,,True,2024-03-08
D5D3D576-BAC,87506941201,Mariana Cavalcante,1986-09-15,PJ_PEQUENO,3280,51216.88,True,2017-10-31
5B577BE6-DAB,64370289556,Fernanda Viana,1963-10-30,PJ_PEQUENO,7176,7306.26,False,2021-07-12
9EE7A25B-82E,42713650925,Theodoro Gonçalves,1985-12-16,PJ_MEDIO,9300,73994.42,False,2021-02-04
036806D1-854,40278695329,Luigi Lopes,1953-04-19,PRIVATE,9796,48114.87,True,2016-03-23
8C31369B-274,78920461511,Henry Gabriel Cavalcante,1972-04-09,PRIVATE,3725,52289.49,True,2021-04-25
E7EE7C39-C0A,69710452380,Bryan Fogaça,1985-11-07,PRIVATE,8052,9816.65,True,2017-11-25
0C22439A-E8D,31058926721,Dra. Eduarda Pires,1969-12-01,PJ_MEDIO,9499,45302.48,True,2019-12-31
5F7F6F05-C34,63105928740,Gustavo Garcia,1983-07-26,PJ_PEQUENO,8586,62128.87,True,2018-11-13
DC6383DE-304,61783049510,Kamilly Ferreira,1952-03-15,PJ_PEQUENO,2712,,True,2016-04-20
EFE20627-1F5,35694278038,Maria Vitória Jesus,1962-09-17,PRIVATE,6110,28430.73,True,2020-11-04
4B8CD17E-B19,65921708402,Marcos Vinicius da Rocha,1993-04-29,PRIVATE,AGENC-???,9163.41,False,2018-07-30
904FA2F2-860,62504389124,Luan Rezende,1956-01-11,PRIVATE,1732,65099.6,True,2015-04-03
C0E928EE-8AA,19683542719,Brenda Aparecida,1980-10-11,VAREJO,3692,74498.91,True,2020-10-14
B9850361-B9B,05682914333,Raquel Vieira,1965-08-26,PJ_MEDIO,3623,,False,2020-03-07
190FB05B-BF8,01347982604,Natália Martins,1970-10-20,PJ_PEQUENO,4022,16131.37,False,2019-06-09
4D041012-30E,81760394548,Srta. Antonella Siqueira,1952-08-14,PJ_MEDIO,4232,,False,2019-05-12
347C82D7-C2D,63974215891,Maria Helena Peixoto,1950-05-26,PRIME,4371,23350.07,True,2021-06-22
A3832BC3-239,21798345005,Jade Nunes,1959-02-17,PJ_MEDIO,4063,,True,2020-02-18
53DC6B88-723,56143078939,Srta. Ísis Rios,1960-03-23,PRIVATE,9019,,False,2021-09-11
CA612D7B-BA8,62938741537,João Peixoto,1984-11-12,PJ_MEDIO,7431,,False,2018-12-12
98B0A3BB-2B5,21780649304,Maria Luísa Correia,1991-01-29,PJ_MEDIO,3826,65378.45,False,2021-11-21
40903A5B-16F,59126304805,Luna Duarte,1957-08-09,PRIME,6131,10752.14,False,2016-04-24
4BB746BB-913,16390752407,Daniela Santos,1966-06-04,PRIVATE,3316,41599.75,False,2021-09-08
ABBA008F-85C,98426015360,Murilo da Rosa,1962-05-15,PJ_MEDIO,7286,34708.54,False,2022-02-16
BB13E521-1BB,82370945656,Pietra Melo,1998-03-18,PRIME,3733,39936.9,True,2017-02-05
63EC7581-A18,42160835951,Valentina Teixeira,1978-03-23,PJ_PEQUENO,1878,69443.5,True,2020-06-07
A4E17A90-00C,59683147020,Rebeca da Cruz,1962-04-01,PRIME,7290,77160.58,False,2019-08-03
DB7BE4C6-DC2,18504762920,Dr. João Guilherme Viana,1994-02-11,PJ_PEQUENO,8272,39862.91,True,2021-05-04
451DD83E-707,17325460961,Elisa Sousa,1952-10-08,PRIME,5785,4066.56,True,2021-01-11
49A1D258-891,80159672368,Bárbara Sousa,1975-11-25,PRIME,8492,,False,2021-03-01
44BCCB31-D29,58147236964,Levi das Neves,1995-10-30,VAREJO,2871,22529.28,False,2021-01-29
05FE7042-E79,17943602552,Kaique Moura,1953-09-25,PJ_PEQUENO,9951,,False,2016-02-24
F7101447-F8F,95678401211,Benjamin Brito,1972-03-17,PRIVATE,1528,36803.99,False,2024-02-28
38EA0298-346,83541067217,Cauê Mendes,1957-10-21,PJ_PEQUENO,2923,62387.08,True,2017-05-09
76300210-C5B,14075896285,Leandro da Conceição,1981-06-16,PJ_MEDIO,8015,14529.56,True,2023-10-20
8F4143FA-A3E,47086592374,Dra. Ana Beatriz Carvalho,1968-07-15,PRIME,1972,,False,2021-09-10
ABC12B1C-89F,97413820579,Gabriela Siqueira,1998-05-03,PRIME,6302,78351.51,False,2018-03-31
96836E85-7E0,49528716300,Samuel Mendes,1973-12-26,PJ_MEDIO,2560,12143.73,False,2015-08-31
F689FD37-25C,20967158494,Sr. Luiz Henrique Cirino,1974-11-18,PRIME,3174,21099.66,False,2024-04-16
459E8A6A-659,34678519084,Ayla Montenegro,1972-03-17,PJ_PEQUENO,9019,12660.47,False,2022-01-15
B4610BF1-A7C,31674208987,Rhavi Costa,1987-03-01,PJ_PEQUENO,8405,7428.03,True,2019-07-09
04493EF2-4E8,85026314708,Ravy da Cunha,1996-04-04,PRIVATE,7046,37193.61,False,2018-09-02
B974CF17-FA4,54026179885,Luiza Mendonça,1950-03-23,VAREJO,8511,51334.98,False,2015-09-17
82523EF4-60F,03814762940,Ravi Lucca Gomes,1997-12-12,PJ_PEQUENO,4568,77498.09,True,2020-07-19
61300F85-F5A,08614253915,Manuela Mendes,1974-02-03,PRIVATE,5646,28013.78,True,2021-05-07
D5FF422C-BEC,96057318277,Srta. Luna Vargas,1993-07-17,PRIVATE,1793,,False,2015-03-08
1106767A-29F,34567892119,Ana Clara Porto,1961-02-23,PRIME,8230,37336.67,False,2017-04-08
