cd_cliente,nr_cpf_cnpj,nm_cliente,dt_nascimento,cd_segmento,vl_renda_mensal,fl_ativo,dt_cadastro
9877108B-176,37986420529,Ravi Almeida,1996-06-23,PJ_PEQUENO,34115.76,False,2023-01-07
F453D573-046,30241578671,Isaac Aragão,1977-09-04,PRIME,77132.83,True,2017-01-07
3AA1D8D7-E97,05164739801,Marcelo Sá,1978-11-04,VAREJO,12839.25,False,2019-06-13
6FC0ED87-F12,49208135624,Rhavi Sousa,1990-08-06,PJ_PEQUENO,72725.35,True,2020-08-09
FBCEBE5D-D55,76308421553,Dr. Lucas Marques,1970-03-02,PRIME,65314.0,False,2020-05-06
5A6943CA-3EF,06794285347,Helena Vargas,1957-04-11,VAREJO,7638.01,False,2017-05-02
DDB1338B-A11,64179820331,Manuela Brito,1976-07-10,PJ_PEQUENO,38072.41,False,2016-09-12
13926E6E-A7D,98045762101,Srta. Ísis Castro,1984-02-09,PRIVATE,48733.81,False,2017-07-18
F01C46DB-8BC,15283069451,João Vitor Câmara,1984-01-01,PRIME,6915.45,True,2022-07-19
05E23C26-43D,58406179384,Theodoro Câmara,1960-02-11,VAREJO,16125.11,True,2023-05-04
55BE1658-D14,94062381524,Dr. Thiago Costela,2000-02-25,VAREJO,58181.43,False,2016-08-18
1AD6D91A-BF3,94325160833,Srta. Mariane Aparecida,1984-02-01,VAREJO,58091.81,False,2023-11-25
46BC865F-F07,24718936519,Dr. João Vitor Dias,1967-08-19,VAREJO,41923.11,True,2017-01-13
645CB310-2AA,18234790579,Gael Moreira,1972-03-25,PJ_PEQUENO,,False,2023-12-29
DA90B14D-CAF,54680317280,Sra. Stella Andrade,1969-11-30,PJ_PEQUENO,49232.27,False,2021-03-07
40556483-476,61059428342,Dra. Maria Laura Albuquerque,1990-05-07,VAREJO,9489.77,False,2023-03-14
D201C036-527,02548196305,Srta. Maria Liz Aparecida,1973-11-30,PRIVATE,,True,2016-06-24
BB5E5682-27F,50127964894,Rael Nascimento,1963-08-11,VAREJO,68849.92,True,2016-09-22
149A338F-946,51382974060,Maria Alice Casa Grande,1995-09-02,PRIME,7523.66,False,2017-10-12
6698DA54-573,40583216951,Manuela Fernandes,1952-07-05,PRIME,,True,2015-11-16
5F23B43B-03C,69527143837,Marcos Vinicius Nunes,1999-05-16,VAREJO,7265.58,True,2016-10-13
69A4EFD7-FC5,60492158398,Cauê Gomes,1961-02-27,VAREJO,6236.07,True,2018-08-05
D3F2A10F-B5C,23691078559,Dr. Benício da Luz,1972-04-03,PJ_MEDIO,,True,2018-06-10
7DCA7DDB-752,20946758158,Asafe Costela,1975-08-19,PJ_PEQUENO,65142.74,False,2024-05-16
AAA437D7-083,63795014280,Dante Ferreira,1979-06-11,PJ_MEDIO,55866.41,False,2018-10-08
6D4C2543-DE2,10482573988,Isaac Pereira,1973-04-30,PRIVATE,,True,2023-09-23
A1A9CE0B-933,91457302616,Pedro Lucas da Paz,1956-01-19,PJ_MEDIO,44431.16,False,2021-07-03
B4E07323-142,41935608720,Bruno Sales,1980-06-10,PRIVATE,42470.68,True,2018-05-05
F9F3BA17-FA4,39152046842,Valentim Fernandes,1998-08-23,PJ_PEQUENO,41739.54,True,2021-08-27
38AA0FA1-B18,62471358900,Sr. Renan da Rocha,1979-10-27,VAREJO,53299.02,True,2015-07-15
2CE3E271-D1E,46135028707,Henry Gabriel Alves,1994-12-15,PRIVATE,15316.36,False,2019-08-25
12DB99CB-435,75098641357,Alícia Moreira,1957-11-12,PJ_MEDIO,57061.28,True,2016-12-12
D7BA5CFF-ABC,42671908520,Sr. Carlos Eduardo Câmara,1973-07-21,PRIME,22436.2,False,2015-11-18
95D0B234-070,70125469802,Ana Sophia Camargo,1997-02-28,PRIVATE,71425.32,True,2018-08-21
A56E6704-C9A,28095643106,João Ramos,1951-09-22,PRIVATE,10210.66,False,2021-02-06
00B95330-D21,52674390883,Dra. Maria Clara da Mota,1981-06-03,PRIME,70756.05,True,2015-12-03
FD5E39D3-446,18367402987,Caroline Ferreira,1999-04-05,PRIVATE,78206.48,True,2018-02-17
35DE5FEC-7F6,67392501895,Jade Andrade,1991-10-04,PRIME,,False,2019-12-24
D58FB403-205,93724680538,Kamilly Ramos,1967-08-20,VAREJO,19762.13,False,2019-01-27
CBA9FF16-CDE,51987042611,Larissa Sousa,1984-03-23,VAREJO,,False,2017-08-18
B506C441-47B,63705912461,Sabrina Borges,1977-07-03,PRIME,44530.04,False,2019-12-03
249FC0C5-4D0,27418503997,Maysa da Conceição,1964-07-26,PJ_PEQUENO,28416.77,False,2019-08-30
2C54006B-1C1,17895460366,Isabel Caldeira,1963-12-07,PRIME,40875.71,False,2020-10-01
344E7A26-3F6,57016289494,Yago Fonseca,1958-03-06,PJ_MEDIO,71730.63,False,2019-01-24
20AF739C-31D,73102985602,Leandro Lopes,1970-05-19,PJ_PEQUENO,23561.36,True,2015-06-09
AA23B3D5-D64,34918570232,Heloisa Caldeira,1954-12-25,PJ_MEDIO,,False,2022-02-03
77341130-341,34791650875,Maria Sophia da Paz,1980-12-09,PRIME,1963.03,True,2020-05-30
0D7F546F-8F3,96502371868,Thomas Ramos,1991-02-07,VAREJO,42612.98,False,2020-12-10
FB98C1DA-7AE,09781625449,Théo da Cruz,1978-04-11,PJ_MEDIO,13097.0,False,2021-08-03
A56D323C-632,83691024769,Milena Campos,1968-06-25,PRIVATE,12736.31,False,2019-01-06
609F8667-AC0,92813605786,Anthony Pires,1958-05-17,PJ_PEQUENO,78581.4,True,2017-12-10
327367FD-8D0,65408139298,Raul Pereira,1986-06-25,PJ_PEQUENO,,False,2017-07-27
E4BB85E6-625,90452673143,Enzo Moura,1995-06-18,PJ_MEDIO,,True,2022-07-01
D74611C0-E2A,89231574060,Dante Porto,1958-03-27,PRIME,8729.32,True,2016-03-26
D62F3D2F-525,90481365710,Srta. Anna Liz da Conceição,2000-04-08,VAREJO,19843.51,True,2019-01-22
C449D3A3-FF9,36218049787,Dra. Ana Júlia Novaes,1962-10-06,VAREJO,16705.24,False,2016-07-19
C0D46FA0-D00,80469321598,Murilo Novaes,1974-06-07,PRIME,22606.15,False,2022-11-23
D6F78B55-CCE,40251963870,Juan Vasconcelos,1998-03-05,PJ_MEDIO,15498.26,True,2020-01-18
50BD6859-DB7,65842039133,Júlia Pires,1989-12-12,PRIME,37391.92,False,2020-05-30
891684B2-8D2,81054276307,Maria Alice Caldeira,1961-09-15,PRIME,35650.32,False,2017-10-12
5D3AA849-24D,09574321860,Ana Cecília Aparecida,1955-11-23,VAREJO,,True,2023-08-07
AECFD1FE-816,42765019894,Emanuel Castro,1990-01-02,PRIVATE,46951.95,True,2024-04-10
FB56CA9D-23A,94356281098,Sra. Alexia Marques,1995-10-08,PJ_PEQUENO,,False,2020-12-05
2A814513-F93,53672140961,Isabelly Pacheco,1979-06-01,PJ_MEDIO,49171.51,False,2021-03-09
85044CEE-6A8,01298354633,Maysa Azevedo,1992-10-05,PRIME,9742.88,False,2021-07-04
9ED9FFF0-4F3,24865731946,Luara Barros,1993-06-09,VAREJO,42992.62,False,2022-11-18
CEB98A85-81D,85024763190,Antony Pires,1994-07-10,PRIVATE,,True,2015-12-18
8B8C5AD2-2C2,45063127835,Pedro Rezende,1996-04-08,PRIVATE,,False,2022-05-10
EED9FDA0-39D,93842657056,Sr. André Pereira,1973-04-02,PJ_MEDIO,,True,2019-07-22
49CE6959-77E,62594183024,Oliver Oliveira,1960-06-30,PJ_PEQUENO,62062.3,True,2017-01-02
1F65D42C-40B,65349718282,José Pedro Barros,1989-04-27,PJ_PEQUENO,72457.24,True,2021-08-14
C34B527D-8BB,71480352950,Daniel Lima,1954-07-07,VAREJO,,True,2018-04-22
098B4114-EB1,62901734561,Sra. Cecília Siqueira,1982-03-04,PRIME,,True,2017-04-03
76F65B40-EA2,28091735677,Ana Júlia Fogaça,1972-12-27,PRIME,26114.53,False,2018-04-02
43C1BFB2-95A,65137902470,Antony Azevedo,1986-10-02,PJ_PEQUENO,31300.92,False,2016-08-20
A3F5F402-B48,52130894704,Stella Moreira,1955-07-01,PJ_MEDIO,32847.97,False,2024-01-10
10963899-5B2,19527036895,Cauê da Mata,1975-07-29,PRIVATE,35996.14,False,2017-03-16
C07926EC-0DE,62850431915,Isabelly Mendonça,1960-03-02,PJ_MEDIO,25569.83,True,2015-10-21
FE8433D0-D39,65431798219,Isaque Fogaça,1952-05-02,PRIME,47712.87,True,2022-01-26
B7216199-CAF,56278390400,Bella Guerra,1958-02-01,PJ_PEQUENO,24078.41,False,2017-05-08
CE3F8C6B-C0B,01872435904,Sr. José Pedro Cavalcanti,1984-02-25,VAREJO,27021.15,False,2020-09-30
1F22DFAA-9C2,29701453832,Olivia Novais,1961-06-04,PRIVATE,35321.08,False,2021-03-23
A2E39B67-7C8,15089726485,Heloisa Machado,2000-05-20,PJ_MEDIO,55831.63,True,2022-08-24
3B54A7B0-D4A,45306927874,Srta. Caroline da Costa,1968-02-24,PRIVATE,65034.61,False,2019-06-30
E216DD5E-4FA,52738961428,Dom Martins,1966-07-02,PRIVATE,79983.95,True,2017-01-30
CF46C0D8-5A3,57481963010,Vitor Hugo Alves,1956-01-05,PJ_PEQUENO,6046.57,False,2017-04-08
1E59B6E1-AD9,24561309870,Gabriela Moura,1998-11-27,PRIME,65990.65,False,2023-09-07
886B642A-A3F,39467580292,Letícia da Luz,1990-06-26,PJ_MEDIO,68053.99,True,2021-09-14
59CC66DE-2DB,15378024960,Sra. Yasmin Nascimento,1966-03-17,PRIME,,False,2021-06-02
ADB520E7-400,98027563429,Luigi Farias,1982-09-10,PJ_MEDIO,69560.94,False,2015-09-15
040C1815-7D8,94203587123,Alice Cardoso,1992-04-28,PRIVATE,,False,2021-05-26
3C877B7B-9E4,30941872505,Maria Helena Araújo,1965-03-11,PRIVATE,59390.39,False,2015-02-08
633E078F-B87,68174302590,Dra. Mariana Cunha,1979-12-05,PJ_MEDIO,8916.79,False,2016-07-21
91AF39EC-7C2,50692714820,Carolina Farias,1969-11-27,PJ_PEQUENO,20164.2,False,2018-07-19
80ED5207-BAF,53942170841,Maria Julia Gomes,1971-09-03,PRIVATE,21708.04,True,2016-08-30
1742D273-0BC,45076329199,Léo Lopes,1982-01-12,PRIME,43404.13,False,2022-09-06
A5EA728F-B71,86140375207,Aurora Mendes,1974-01-09,PRIME,10480.93,False,2024-02-21
90600501-3BC,58496031748,Marcela Ferreira,1983-07-01,PJ_MEDIO,46781.13,True,2022-12-01
806473A6-312,25043769874,Sr. Davi Luiz Vieira,1955-03-21,PJ_PEQUENO,6360.74,True,2021-09-25
ACADEBA8-D60,67492058365,Antonella da Cunha,1982-09-06,PRIVATE,35387.75,False,2016-02-04
9299409A-3F6,35089721432,Brenda Caldeira,1983-08-31,VAREJO,73399.31,True,2022-02-20
FEB380CC-4EC,51324860707,Cauã Rezende,1972-08-05,PRIVATE,75631.74,True,2015-08-03
CCAF378F-CFA,49613782087,Miguel Pastor,1967-09-11,PJ_MEDIO,6345.98,False,2018-08-22
AF14606E-B1C,34627589182,Agatha da Mota,1983-07-26,VAREJO,,True,2015-10-11
1F1F7F48-A7A,12849065749,Srta. Sophie da Paz,1997-05-07,PRIVATE,39695.36,False,2020-07-19
CB8D91D7-AA0,53716480975,Larissa Leão,1972-05-25,PJ_MEDIO,24433.31,True,2020-01-08
083E8991-A35,54817602902,Dr. Bruno Ferreira,1999-02-06,PRIME,18723.73,False,2024-03-15
B5958375-EBB,29304756847,Bernardo Mendonça,1961-03-19,PJ_PEQUENO,59275.46,True,2015-09-13
2006FE5B-F58,32018476904,Dr. João Lucas Barros,1965-09-03,PRIVATE,,False,2023-11-12
752F604A-ED0,16829374022,Dr. João Lucas Leão,1999-04-26,PRIME,5930.49,True,2023-04-14
7F63F148-337,06837915401,Cauã Nunes,1996-06-18,PRIME,58500.77,False,2015-09-29
09D7E07E-A84,45829037629,Lorenzo Novais,1959-08-26,PJ_PEQUENO,73976.75,False,2017-07-20
C8C3EB87-2C4,80745196357,Manuella Macedo,1997-02-16,PJ_PEQUENO,37687.46,False,2022-01-26
B8F83F75-AE7,95437061234,Maria Clara Leão,1986-10-27,PRIVATE,17752.02,True,2022-11-19
FCFE7551-935,26418097378,Matheus Duarte,1964-11-25,PRIVATE,39871.58,False,2019-04-08
4DAF7622-E5F,08567139295,Sr. Daniel Sales,1951-08-07,PJ_MEDIO,3127.43,True,2022-08-18
4F09AFD2-1AD,98273561437,Vicente Andrade,1992-03-01,PJ_PEQUENO,15702.0,True,2018-06-12
3E8EADD2-DFF,34805967200,Alexandre Casa Grande,1956-07-01,PJ_MEDIO,57872.33,True,2023-09-12
BE216F4C-46D,17205983479,Stephany da Mata,1963-03-23,PRIVATE,,False,2017-02-09
8A0DD559-6E6,61230784969,Nathan Gonçalves,1989-05-30,PRIME,27090.14,True,2023-08-12
C2D6D442-8FA,01674583290,Esther da Luz,1951-02-20,PJ_PEQUENO,,True,2024-05-07
B9F41115-AF0,06542318933,Enzo Gabriel da Mata,1968-01-19,PJ_MEDIO,73546.07,True,2017-11-09
E80E8D31-C23,95364072800,Luigi Abreu,1987-04-27,PJ_MEDIO,,False,2020-04-06
71137407-053,43896752065,Pedro Câmara,1957-03-04,PRIVATE,20736.69,False,2018-06-12
649BB10B-AAF,56902417849,Dra. Maria Moura,1999-06-12,PJ_MEDIO,42376.92,False,2022-12-02
AAF2AE92-A7B,19346728078,Lorenzo Cavalcante,1967-08-03,PJ_MEDIO,,False,2019-03-19
3DEFD69F-AEE,69027853410,Marcelo Rios,1982-12-29,PJ_PEQUENO,74319.85,True,2022-03-27
DF74350E-F24,84293056106,Luigi da Luz,1962-03-04,PRIVATE,76646.48,False,2019-08-01
9A18AA03-557,10765493225,Giovanna Gomes,2000-10-08,VAREJO,30266.99,False,2023-08-09
B18BBE70-D15,73129865446,Vinicius Caldeira,1997-12-24,VAREJO,34915.23,True,2015-11-27
1D245563-07D,92173860496,Alexandre Nascimento,1993-09-09,PRIVATE,47551.31,True,2016-04-17
AFC2E271-1EB,82476135909,Lara Gonçalves,1969-08-22,VAREJO,,False,2022-09-26
9A8C0DCE-692,06732854992,Dra. Maria Flor Ramos,1995-09-01,PRIME,14133.74,True,2023-12-19
F57C31A3-F15,89674215085,Laís Souza,1988-03-29,PJ_PEQUENO,25638.53,False,2022-01-10
474019C4-B0C,40953728692,João Miguel Costela,1955-07-11,PRIME,11924.75,False,2023-08-10
C066FB94-974,13075864226,Theodoro Ribeiro,1957-08-06,PRIME,,False,2023-03-24
FCDFD356-4B0,92685703438,Sra. Maria Liz Sales,1980-09-07,PRIME,15748.13,False,2017-07-16
B61CA178-691,62839017512,Agatha Carvalho,1998-03-16,PJ_PEQUENO,67845.84,True,2016-08-07
4608FE5C-BF1,80374596166,Maria Sophia Mendonça,1964-12-28,VAREJO,78273.46,False,2015-07-17
8E0F5950-672,30641527853,Antony Andrade,1989-08-31,PRIVATE,58857.04,True,2017-12-29
76E60113-E33,60478951230,Camila Moura,1993-04-28,PJ_MEDIO,6560.16,False,2017-12-29
36C4CAC3-9AB,02715389612,Marcelo Mendes,1961-06-18,PJ_MEDIO,35948.2,False,2015-07-31
DDC04332-102,59476218355,Caroline Almeida,1982-12-16,PRIME,34522.19,False,2019-08-25
019A77EC-CA0,23951708603,Ravi Fonseca,1991-09-06,PJ_MEDIO,10127.01,False,2022-09-30
3074D9CD-6B8,27396805112,Marcelo Costa,1959-07-03,PJ_MEDIO,56919.95,False,2019-04-04
E1F09C8A-958,84360921713,Emanuelly Carvalho,1962-05-12,PRIME,8298.2,False,2022-07-20
D5771BAA-747,25463780900,Brayan Camargo,1957-01-27,VAREJO,,False,2018-11-26
FE727304-52E,21083957414,Breno Lopes,1966-10-30,PRIME,32302.48,False,2020-01-28
FD35CBF8-F85,38615724008,Heloísa Mendes,1969-08-22,PJ_MEDIO,,False,2020-05-03
A6D56E0F-C0F,53604289700,Henrique Pereira,1979-10-19,PRIVATE,42040.38,True,2018-09-05
CA825575-821,96132850406,João Borges,1973-04-15,PRIME,54153.29,False,2016-05-25
2CD9C819-5A0,23095617895,Heitor Pastor,2000-06-17,PRIVATE,7611.52,False,2020-06-16
60919BA4-A43,15408273997,Alícia Ferreira,1953-08-19,VAREJO,64866.02,False,2021-02-12
31563F5D-08B,93724861087,Sr. Arthur Gabriel Rocha,1975-03-07,PRIVATE,,True,2017-07-05
BDAE8E0A-A19,75416289058,Júlia Nogueira,1983-02-21,PJ_PEQUENO,59440.49,True,2015-10-30
11D94730-6B9,54893017675,Bryan Barros,1981-01-08,PJ_PEQUENO,70470.84,False,2021-01-12
2263F883-57C,46890215389,Apollo Jesus,1994-02-27,PRIME,15544.94,True,2019-01-11
1AB92692-ECA,40537928600,Oliver Moura,1966-12-23,PJ_MEDIO,74035.27,True,2022-07-06
D8F1639D-320,30652419780,Bianca Vieira,1997-07-22,VAREJO,61840.66,True,2017-10-27
0D21E6D3-664,52489760149,Antony da Rosa,1970-05-17,VAREJO,58677.29,True,2019-06-30
93514ABA-C5E,92135768464,Lívia das Neves,1995-10-10,VAREJO,35087.02,True,2016-06-14
D1B724AA-C3B,76351489075,Ana Sophia Melo,1972-06-14,PJ_MEDIO,63767.8,True,2023-07-24
A17F7FF7-09C,90472386565,Joaquim Rezende,1994-03-23,PRIME,60015.37,True,2017-10-22
B4FBB358-E60,87023965130,Sr. Kevin Câmara,1954-02-12,VAREJO,24923.29,True,2016-09-26
1D3F5CE1-34B,95632708195,Esther Fernandes,1973-01-22,VAREJO,4360.17,False,2021-06-15
EBDAE090-163,16802574390,Amanda da Costa,1957-10-01,VAREJO,63580.07,True,2023-05-30
BACA8315-FB9,09514687230,Sr. Benjamim Teixeira,1998-08-26,VAREJO,19725.4,False,2021-05-31
7C4BE910-322,75348629065,Luna Lopes,1991-11-12,PRIME,77075.44,True,2020-01-12
7160AFC0-955,10728593602,Benício Alves,1972-11-04,PRIME,53635.64,False,2018-07-22
71E6E7A9-1A9,57369842100,Carlos Eduardo da Rocha,1972-09-05,PJ_MEDIO,28463.96,True,2016-03-13
452812D1-F46,27051968467,Alícia Souza,1950-02-04,PRIME,60523.21,True,2023-11-29
F4D57641-952,49780216502,Guilherme Moreira,1969-10-13,PRIME,76527.6,False,2020-09-02
033D20B9-3C9,14627830580,Liam Pinto,1955-09-01,PRIVATE,35227.85,False,2017-10-10
FF2AABA6-D9B,98753206177,Benjamin Rocha,1965-06-04,PJ_PEQUENO,45987.46,False,2020-10-02
D372B5EA-102,36208175968,Thiago Martins,1992-07-05,PRIVATE,,False,2022-06-12
5E8C7006-B81,27804513941,Dr. João Lucas Sales,1980-10-11,PJ_MEDIO,43847.1,False,2022-01-31
647DE2E0-6D2,93764120878,Rafael Novais,1989-02-04,PRIME,71792.02,False,2019-10-14
E53E8D03-9DE,35910624806,Ravi Lucca Novaes,1976-12-22,PRIME,53511.93,False,2022-01-24
F1EB4672-2C3,14306287580,Diogo Pastor,1963-12-16,PRIME,25898.79,False,2018-12-05
A1AC2306-2A1,36842597056,Caleb Lima,1968-07-30,PJ_MEDIO,68500.54,False,2019-01-22
F917CF59-35A,52603819470,Antony Costela,1969-09-12,PJ_PEQUENO,68779.09,True,2016-08-03
9DD1472C-21D,15360497866,Brenda Camargo,1993-07-09,PRIME,44752.77,True,2015-09-05
309EAC8A-669,85793620400,Ana Júlia Ramos,1989-07-20,PJ_MEDIO,13229.26,False,2019-02-21
C0A74599-13B,68791352002,Davi Miguel Souza,1986-09-11,PJ_PEQUENO,73704.86,False,2022-06-11
7DCEE2C3-520,84065397200,Erick Melo,1993-05-24,VAREJO,62542.91,False,2020-05-27
D94E67A5-966,78369150420,Lorena Aragão,1973-04-08,PRIVATE,67670.84,True,2022-04-13
736DACAF-AE6,56439781219,Dra. Maria Laura Machado,1974-06-17,PJ_MEDIO,17611.3,False,2022-05-14
7D423826-F1C,50394128605,Fernando Macedo,1990-01-15,PJ_MEDIO,11149.31,False,2018-09-27
3B3DF1BD-936,09267835483,Leandro Siqueira,1989-07-22,PRIVATE,16281.51,False,2015-08-18
C145DE07-E89,89052417601,Srta. Allana Almeida,1988-07-10,PJ_PEQUENO,79185.83,False,2019-10-09
CA8083D3-A66,21978403631,Thales Siqueira,1951-07-08,PJ_PEQUENO,42316.29,False,2021-06-12
A870AF99-897,29753104634,Esther da Cruz,1961-04-20,PJ_MEDIO,20490.28,True,2020-12-28
BCA564BE-EB4,83096542783,Maria Eduarda Cavalcanti,1965-05-09,PRIVATE,52266.83,True,2015-03-18
0DF9C5B4-7FD,04965318757,Isabela Andrade,1981-06-30,PRIVATE,6477.18,False,2022-10-01
3102A4B0-D20,56497821058,Dr. Vicente Rocha,1950-08-30,PRIVATE,22266.22,True,2016-11-11
0B01839F-C08,20183974514,Luna Gomes,1964-09-26,PRIVATE,,False,2019-11-17
2A3533EB-827,12976805377,Sarah Peixoto,1987-09-13,VAREJO,21338.45,False,2017-12-16
39240A60-258,09841675366,Laís Carvalho,1984-05-15,PRIME,,False,2019-07-26
DFE01FD9-869,43897615282,Ágatha Almeida,1968-01-22,PJ_MEDIO,,True,2016-03-01
4C999C78-E08,68412079396,Isaac Leão,1967-04-25,PJ_PEQUENO,,False,2020-08-27
328F410A-294,93520741814,Isabelly Viana,1954-04-10,PJ_PEQUENO,31904.55,False,2022-06-15
2D39F507-D8F,04513827653,Emanuel da Cunha,1981-07-30,PJ_MEDIO,78185.45,True,2022-07-21
89535C8C-A3E,26543019743,Alana Cirino,1958-04-17,PRIME,41565.73,False,2016-09-16
0F9193C1-A5C,59724806383,Natália Vargas,1988-05-15,PRIVATE,53870.64,True,2021-08-09
F78EC0FA-3E7,95126840398,Cauã Farias,1999-04-21,PJ_MEDIO,79182.18,True,2017-04-18
560E1D89-338,73281650490,Sophie Ferreira,1982-01-25,PRIVATE,19562.09,True,2018-08-23
C6DC401C-85F,76428103508,Gustavo Henrique da Paz,1974-01-07,VAREJO,66346.57,True,2018-08-21
C00CD7B8-F51,62834910731,Ian Martins,1982-04-04,PJ_MEDIO,63354.01,True,2023-07-01
981EC4A0-9DC,82135069795,Srta. Bárbara Rios,1994-06-14,PJ_MEDIO,48382.61,False,2022-07-30
3EFF15C8-658,48026513762,Ana Cecília Dias,1963-05-23,PJ_MEDIO,77745.28,False,2023-08-07
0CAC975C-3E7,86342179573,Camila das Neves,1970-03-02,PJ_PEQUENO,30070.7,True,2015-01-08
696992E4-FA6,71630528986,Brayan Almeida,1967-12-29,PRIVATE,29497.34,True,2021-11-18
0DBBE665-87E,13920654706,João Pedro Pacheco,1979-05-20,PRIME,40883.59,True,2015-04-18
E40D55D4-E39,13740265817,Melina Costa,2000-11-07,PJ_PEQUENO,8205.74,True,2023-10-05
DA153D29-D5D,18047935232,Larissa Guerra,1952-11-04,PJ_MEDIO,58293.35,False,2017-09-22
E4206B4F-581,15296038460,Aylla Cirino,1967-09-20,VAREJO,32111.48,False,2021-12-12
95788B73-F69,20371568471,Dr. João Mendonça,1970-03-09,PJ_PEQUENO,64236.68,False,2015-07-26
1479B820-2EE,13074295643,Isabel Costa,1958-03-12,VAREJO,42267.89,True,2019-06-24
E024B432-28F,12503476961,Sr. Lucas Gabriel Garcia,1958-07-16,PJ_MEDIO,40810.48,False,2017-03-27
81D615ED-94A,87426513955,Vitória Fogaça,1950-08-28,VAREJO,66297.43,False,2016-05-17
0F402361-84C,30261578480,Levi Castro,2000-02-08,PJ_MEDIO,20230.14,True,2016-09-14
93F8CE1B-886,08937156202,Rodrigo Pereira,1965-07-05,PRIVATE,8081.66,False,2022-11-09
ED2F0F90-008,04572981388,Ravi Pastor,1960-09-20,PRIVATE,27986.21,True,2020-10-02
5F984D59-D21,69028514333,Luigi Vasconcelos,1982-05-02,PRIVATE,49943.27,False,2023-02-24
FEDA4303-BD9,16724803969,Ravy Rodrigues,1958-05-20,VAREJO,51230.31,True,2016-05-31
ADA79B9E-1B0,95801267476,Breno Porto,1960-07-08,PRIME,34713.08,False,2024-01-10
2485BD29-4D2,48619357255,Sr. Caleb Monteiro,1956-04-09,VAREJO,,False,2023-02-08
BA99A9C2-B80,56317824991,Pedro Novaes,1994-10-31,PRIVATE,59629.68,True,2016-08-13
EE636F22-B66,36297051895,Eduardo Cavalcanti,1950-09-16,PRIVATE,24027.44,True,2020-08-01
9323F3AC-35E,71205948694,Sra. Caroline Lopes,1975-07-17,PJ_PEQUENO,,True,2019-10-03
FA1C9B9C-A2F,49067521876,Beatriz Ramos,1977-11-28,PRIVATE,17701.49,False,2017-04-06
4C7DCD7D-45B,49306512716,Theodoro Borges,1952-03-04,PJ_MEDIO,4119.62,True,2019-06-26
A48FB73D-5F2,72369140887,Julia Araújo,1965-08-11,PJ_MEDIO,69103.88,True,2021-10-29
5BDFDD12-038,68431209542,Maya Gomes,1954-03-19,PRIVATE,,False,2015-08-05
768A2876-F6A,43725016925,Sophie Pimenta,1985-01-13,PRIME,10378.51,False,2024-02-11
12E07BA0-40F,73562084900,João Felipe Garcia,1985-05-22,PJ_PEQUENO,3036.63,True,2019-07-21
992A1DE8-7B7,06482973574,Arthur Gabriel Ramos,1976-02-02,PJ_PEQUENO,69114.8,True,2018-07-07
07881049-4BC,49167253873,Sr. Lucca Abreu,2000-05-19,PRIVATE,71425.36,False,2024-02-20
