cd_cliente,nr_cpf_cnpj,nm_cliente,dt_nascimento,cd_segmento,vl_renda_mensal,fl_ativo,dt_cadastro
CF5B9BF7-C4F,72406398510,Thomas Cunha,1980-01-19,PRIVATE,44411.94,True,2024-03-23
A69403D9-EFC,76532149080,Emilly Aparecida,1996-05-21,PJ_PEQUENO,69360.35,True,2015-09-21
735F6040-87D,45726908120,Julia da Paz,1975-04-17,PJ_PEQUENO,49294.74,False,2020-01-05
0D2E0E64-347,80469351233,Ana Leão,1977-05-14,PJ_PEQUENO,24632.96,True,2020-02-10
5B925F4B-02E,78031694222,Isabela Correia,1959-04-21,PJ_PEQUENO,73629.8,False,2023-11-28
C527BA68-B29,47305268135,Maria Alice Machado,1966-03-04,VAREJO,35237.74,False,2017-01-20
2BB91D92-636,47213608940,Sophie da Mota,1994-10-09,PRIVATE,5222.41,False,2018-11-10
7B1ED41D-EB8,29078314613,Valentim Siqueira,1962-12-04,PJ_MEDIO,,False,2021-12-13
128CFFB2-16E,37948501657,Maria Isis Gomes,1995-03-02,PJ_MEDIO,,False,2020-04-11
06EE05B4-6E1,14069572325,Maria Sophia Borges,1979-08-31,PRIVATE,27357.07,False,2020-01-26
047C569B-54E,54630982124,Vitor Gabriel Pires,1976-06-16,VAREJO,23294.34,True,2021-11-05
BEABC27F-696,37289160568,José Pedro Siqueira,1962-03-21,PJ_MEDIO,,True,2022-10-02
17E4E4D4-431,43826751035,Dr. Theo Sousa,1979-06-15,PJ_MEDIO,15786.61,False,2018-09-25
300EB959-E53,92637018496,Beatriz Casa Grande,1955-09-29,PJ_MEDIO,21216.68,True,2020-10-14
46BD4DEE-205,93541276061,Sra. Alana Duarte,1952-06-10,VAREJO,67463.25,False,2023-11-01
E0463EC6-69E,49357802665,Amanda Borges,1976-06-06,PJ_PEQUENO,34621.69,False,2019-07-26
8179123A-9C8,79368021503,Bianca Costa,1960-08-29,VAREJO,33652.78,False,2016-07-11
25C38A8A-3CC,71829063413,Francisco Garcia,1961-11-14,PRIME,77337.9,False,2015-04-26
D0C4A9ED-1F5,38291675040,Anthony Gabriel Cavalcanti,1987-08-01,PRIVATE,42199.11,False,2017-08-08
F5033EE2-450,26390184506,Gabrielly Nascimento,1959-03-01,PJ_PEQUENO,,True,2020-01-16
11E7B185-C86,09571468339,Maria Vitória Pires,1976-11-14,PRIME,,False,2022-07-28
8A86EB27-132,96352187455,Melina Freitas,1965-10-24,PJ_PEQUENO,43646.31,True,2018-03-10
0A21FD68-2A3,80719542332,Isadora Viana,1976-10-04,PJ_PEQUENO,34342.03,True,2023-12-20
05A99680-81F,87149653219,Eloá Cassiano,1959-06-08,PRIME,17961.99,True,2020-07-06
6FE017F2-02B,19405823698,Enzo Pacheco,1998-11-08,PRIME,,True,2019-06-07
37A7C3BB-9EC,15982476030,Luiz Otávio Mendes,1987-05-04,VAREJO,56210.93,False,2018-11-21
C47FD4EE-C85,08176493520,Clara da Cunha,1995-10-25,PRIVATE,33005.18,True,2018-12-19
5386256A-650,89436021704,Dr. Breno Moura,1988-11-05,PRIVATE,7772.53,True,2016-11-07
3C971F06-70E,76239815012,Camila Moraes,1999-06-07,PJ_MEDIO,,True,2016-12-02
737FC013-A5D,16845937273,Lavínia da Conceição,1996-12-12,PJ_MEDIO,35474.12,True,2018-07-18
ADF4E486-A17,80654379238,Heloísa Fernandes,1974-06-13,PJ_PEQUENO,61252.62,True,2021-01-07
159C6E37-350,79681045211,João Pedro Nogueira,1994-12-29,PRIME,79226.66,False,2015-05-28
331DEE80-D75,32890547647,Julia Viana,1979-06-16,PRIME,20539.3,True,2024-06-01
4E4417C3-B24,89403725141,Gael Alves,1965-01-12,PJ_MEDIO,,False,2016-01-09
8EFF0A0A-DC3,02746589338,Mateus Vargas,1965-01-13,PRIME,73560.19,True,2019-11-07
1EA17B78-ADE,70326594892,Apollo Caldeira,1984-03-28,PJ_MEDIO,78442.78,True,2023-11-01
391F4976-9FE,71824093560,Amanda Abreu,1989-09-13,PJ_PEQUENO,32052.12,False,2021-01-27
5BCCBDEE-C8E,14365870262,Srta. Maya Peixoto,1980-04-26,PRIME,12805.97,False,2023-04-15
6FBF1DAB-7F8,17384950600,Larissa Costela,1983-12-23,VAREJO,,False,2020-01-13
7EE6D814-9E7,28370419631,Lunna Farias,2000-05-02,PRIME,35854.07,True,2023-05-03
034C843C-FA3,39450618224,Lucas Gabriel Nunes,1950-08-26,PJ_PEQUENO,,True,2024-03-28
1F3CA8BD-D1E,80215649702,Nathan Pacheco,1969-11-27,PRIVATE,65341.37,False,2020-05-21
4179CD24-16E,10426837517,Srta. Raquel Borges,1971-10-11,PRIVATE,15118.51,True,2024-01-08
EFA9FF94-C3B,51279408332,Ana Liz Albuquerque,1990-08-20,PJ_PEQUENO,5890.87,False,2017-05-22
81A01B5F-BFC,24986517058,Théo Pires,1980-06-21,PJ_MEDIO,56898.93,False,2017-06-13
97EB3E4C-37B,38794206538,José Miguel Aragão,1955-06-19,PRIME,18819.17,True,2016-11-28
DA2B189F-060,71842509314,Júlia Fernandes,1999-05-31,PRIVATE,73938.3,True,2018-07-02
276B669E-D06,57642091885,Hadassa Martins,1964-08-23,PRIVATE,61419.22,True,2018-09-18
9B1371C5-655,70156324970,Mariana Aparecida,1980-09-12,PRIVATE,72796.98,True,2021-06-28
EAB7A8DA-5CC,57620183930,Ester da Mata,1990-05-12,PJ_PEQUENO,24513.98,True,2019-08-30
DEB3FD17-52A,42815973600,Levi Barros,1992-10-06,PJ_MEDIO,68524.0,True,2019-01-13
EECEBD05-6CE,65392704107,Amanda Silva,1987-10-20,PRIVATE,69751.43,False,2017-08-11
CEDF2E10-655,15840372617,Eloah Costela,1997-05-03,PJ_PEQUENO,31338.92,True,2018-05-01
D75165C3-547,10375492607,Vinícius Albuquerque,1974-12-28,PJ_MEDIO,60071.04,False,2020-08-07
D39F3D40-7EC,29148765058,Nathan Rios,1970-06-24,PRIME,57366.53,True,2022-09-26
29A6ECD3-446,25847136919,Isabela Pereira,1964-08-17,PRIVATE,48779.58,False,2020-12-29
B563D69C-E0D,06357819484,Leonardo Gonçalves,1991-09-28,PJ_PEQUENO,2329.54,False,2016-10-24
AF730314-270,50197382479,Gael Monteiro,1971-06-16,PJ_MEDIO,75291.32,False,2016-10-15
64209BF3-D56,93781206440,Dr. Dante Silva,1987-11-02,PRIVATE,39822.89,True,2022-02-18
98E3A105-8C6,63879042500,Dante Ferreira,1999-10-22,PJ_MEDIO,17696.83,True,2016-06-11
33DF117C-34E,18065947220,Enzo Gabriel Fonseca,1954-03-27,PRIME,,True,2022-10-12
550D7C3D-CE7,65819370295,Alícia Novais,1960-07-11,PRIME,40655.72,False,2016-08-11
44714C46-DAC,30796184240,Antônio Vieira,1998-10-31,PRIME,29434.52,True,2018-08-05
63E01D48-928,63047128987,Pietra Sales,1999-03-05,VAREJO,43955.79,True,2016-04-24
9050A9AF-771,78504236900,Lucca Vieira,1982-11-01,PRIME,37377.19,True,2018-08-28
A9CE6204-1FA,57481609357,Maria Clara Araújo,1986-03-21,PJ_PEQUENO,11650.08,False,2020-07-04
198A58E8-D56,04286359115,Sara Moura,1964-11-12,PJ_MEDIO,,False,2019-04-10
0A25B7DB-AE4,51379280460,Sra. Bianca Costa,1982-10-27,PJ_MEDIO,53313.94,False,2020-03-10
0F0CE28E-F4F,95836704139,Hadassa Pacheco,1976-07-16,PRIVATE,28239.19,False,2021-11-10
60EAA656-641,08349276169,Srta. Bárbara Vasconcelos,1983-04-10,PRIVATE,71446.04,False,2022-04-10
07470377-85D,58243760180,Ísis da Mota,1971-07-14,PJ_PEQUENO,45706.88,True,2019-12-20
E2CE7AC4-04F,20387946500,Ana Laura Sampaio,1960-04-17,PRIVATE,30117.17,False,2015-11-01
5424567B-162,05413679270,Sra. Alice Lima,2000-03-01,PRIME,75451.69,False,2016-06-20
50EF0C32-E44,19356428042,Milena da Luz,1982-12-03,PRIME,75478.73,True,2023-09-09
8F8BC7DA-2C3,63042918769,Breno Santos,1956-08-31,PJ_PEQUENO,9058.03,True,2021-11-04
1FA3BF8D-6A4,91284607313,Hadassa Alves,1966-08-06,VAREJO,,False,2020-07-05
A43BD5A1-D32,96371845039,Bryan Fogaça,1976-07-02,PRIVATE,,True,2015-06-15
0618C561-B9A,69203517812,Antony Freitas,1962-02-27,PJ_PEQUENO,,False,2020-03-12
1650B318-2A0,84901657267,Daniela Rios,1968-03-01,VAREJO,,True,2018-05-14
96C1B5E7-D55,12953604707,Maria Flor Vasconcelos,1955-02-01,PRIME,55131.36,True,2016-12-06
9B0518B1-5AC,41285769058,Maria Júlia Fernandes,1958-03-20,PRIME,70427.19,False,2015-02-09
4C00ECE9-06C,32956841700,José Pedro Cavalcante,1965-07-05,PJ_MEDIO,79895.46,False,2017-08-14
08F6168A-053,49173862509,Sofia Guerra,1975-12-24,VAREJO,8584.95,True,2024-03-23
EA38A3EA-BC0,63925074856,Carolina Viana,1999-06-30,VAREJO,,True,2018-12-19
477E3845-B3C,80136742580,Eduarda Abreu,1992-11-25,PJ_MEDIO,47265.07,True,2022-12-07
F727EF6C-D9C,16042895389,Isabela Viana,1952-05-31,PRIVATE,49210.9,False,2015-12-29
292DBF15-4D0,16847295058,Murilo da Paz,1962-03-25,PRIME,27006.02,False,2015-02-03
9B95B54F-E60,96125307425,Sarah Rios,1957-09-30,PJ_MEDIO,76452.73,True,2017-04-15
51351C81-E3C,15897320659,Ravy Pimenta,1977-02-23,PRIME,,False,2020-04-21
24E1FFA6-240,71349520616,Marcos Vinicius Santos,1956-02-28,PRIME,48664.89,False,2022-10-05
0BF955CE-A85,29873051686,Gustavo Henrique da Cruz,1965-10-12,PJ_PEQUENO,44428.88,True,2017-01-30
C8F86E8A-EB6,91045276820,Maria Clara Peixoto,1994-04-13,PRIME,65821.85,True,2023-08-12
2D10A363-723,86591427058,Cauê Mendes,1960-06-14,PRIME,62201.86,True,2022-10-21
74FD2AC2-13F,80365491233,Maria Fonseca,1968-04-14,PJ_MEDIO,79523.66,True,2016-01-13
E2740A95-5FD,75463280126,João Miguel Borges,1976-01-07,PJ_MEDIO,45497.95,True,2021-12-06
DCD5F15C-E7A,07582349105,Kaique Martins,1997-02-27,PJ_MEDIO,45150.55,True,2021-06-27
ADF96094-022,78246510967,Maria Cecília Cavalcanti,1984-01-29,PJ_PEQUENO,65051.21,True,2017-02-10
29D6E378-787,56329178003,Júlia Caldeira,1960-07-01,PJ_MEDIO,,True,2020-10-02
4D6EA445-20A,94073651820,Theo Borges,1963-10-28,VAREJO,16587.17,False,2021-04-19
D32D80A4-006,95142680758,Sr. Erick da Mota,1968-07-24,VAREJO,76789.43,True,2023-07-12
7100B02F-5BD,26045839765,Matheus Caldeira,1988-09-02,PJ_PEQUENO,5726.01,False,2022-12-24
CF558E0F-17D,67914385093,Sra. Alícia da Costa,1956-03-17,PJ_PEQUENO,2390.6,True,2022-09-30
C1ACAA21-3EB,35462097883,Gustavo Pinto,1999-02-25,PJ_MEDIO,50042.88,False,2018-04-05
BD08AB28-BE3,52407613880,Aylla Peixoto,1953-03-17,PRIVATE,10293.14,True,2023-10-07
47CF6D57-8CC,59401826315,Ester Macedo,1964-04-03,VAREJO,22885.82,False,2021-08-23
5F6DD193-079,31849206740,Maria Laura Silva,1983-01-02,PJ_PEQUENO,76714.75,True,2017-11-14
C27D2190-C1C,98540162776,Melissa Novaes,1996-08-01,PJ_PEQUENO,,False,2020-02-02
1B516BF5-171,60725431890,Sara da Rosa,1981-02-09,PRIME,57037.67,False,2016-09-14
A1D5A179-99B,14659283089,Sr. Antônio da Costa,1970-04-14,VAREJO,,True,2016-04-26
6866CD07-D13,34768519237,Ana Lívia Vasconcelos,1985-05-19,VAREJO,53477.76,True,2016-01-16
CF0089ED-455,02963417543,Maitê Pastor,1954-12-03,PRIVATE,78159.47,True,2017-02-08
5466779D-E22,05694312716,Luna Fonseca,1984-01-05,PRIME,34825.26,False,2015-04-04
0EB2BBD2-70D,41856290360,André Moraes,1951-03-24,PRIVATE,33103.6,False,2019-06-15
88A9521B-97F,58671309401,Melina Farias,1972-01-12,PRIME,18628.7,False,2015-08-31
F38FD34B-5A0,38027169577,Gabriel Brito,1952-08-17,PJ_PEQUENO,59761.87,False,2020-11-11
00437218-D04,19687304510,Erick Brito,1950-10-19,VAREJO,69531.85,True,2018-01-28
CF215910-503,86431927591,Milena Campos,1954-05-11,PJ_MEDIO,17035.21,True,2017-06-04
8C91BF3B-89A,60154283924,Antony Montenegro,1976-10-03,PRIME,64227.89,False,2018-10-14
ED9AF712-803,05637124817,Hadassa Lima,1997-12-15,PJ_PEQUENO,,True,2021-12-27
FA9472A7-430,95804132741,Alexia Cassiano,1965-05-08,PRIME,27801.72,True,2021-06-24
520ECDF5-B12,13709584205,Henry Moura,1994-03-21,PRIME,42681.02,False,2021-01-27
0B1D3238-F49,82957106485,Arthur Gabriel da Paz,1962-09-07,PRIVATE,59801.52,False,2018-07-19
33403653-10C,18639042713,Gabriel Nogueira,1960-02-06,PRIME,71691.98,False,2023-10-07
91756B3D-44A,28641375937,Dra. Sarah Nascimento,1952-02-24,PRIME,42271.35,True,2023-09-23
3CA28CDC-FA9,07482965149,Luísa Cardoso,1971-02-07,PJ_PEQUENO,,True,2021-02-21
674AE297-CF1,54712068353,José Moraes,1993-11-15,PRIME,,True,2016-08-18
3795441E-28A,53916427873,Gabrielly Barbosa,1971-07-31,PJ_MEDIO,,True,2019-08-12
EDC5FC3B-BC6,86123059424,Luiz Fernando Sampaio,1972-11-27,PJ_PEQUENO,42232.22,False,2019-09-21
F8DF7230-32B,51236847008,Anthony Ferreira,1974-07-15,PJ_MEDIO,59437.26,False,2016-02-07
964AEE33-3C7,75194802676,André Aparecida,1985-04-01,PRIME,61687.83,True,2015-06-08
E6BD4C0C-300,17605293461,Ana Júlia Rocha,1985-11-30,PRIME,37403.42,False,2016-11-21
A0656E42-FEE,62083579186,Pedro Lucas da Conceição,1989-09-05,PJ_PEQUENO,4429.34,False,2019-01-07
D01F703D-539,96324870103,Vitor Hugo Melo,1996-01-22,PRIVATE,,True,2023-05-28
FE794666-BE8,01695234898,Srta. Maitê Macedo,1974-03-02,PRIVATE,,True,2021-02-06
A2A1258F-AFC,48036925729,Mirella da Conceição,1960-02-12,PRIVATE,56689.23,True,2015-10-25
5899CA10-609,26854190398,Dr. Nathan Lopes,1987-02-24,PJ_MEDIO,10783.63,False,2019-05-03
BD4D2BD7-4DC,16379024506,Nina Pires,1952-10-14,PRIME,,True,2019-06-26
46901F91-FB3,59076832447,Kaique Sampaio,1951-12-27,PRIVATE,28173.14,False,2019-04-02
7B30EAC3-802,03842179588,Maysa Castro,1981-06-16,PRIVATE,59709.2,True,2019-04-05
C48648A0-825,74126389555,Allana Gomes,1995-06-12,PRIVATE,40736.8,True,2017-12-29
8A33CFC0-91A,70185964249,Sr. João Guilherme Cirino,1952-06-13,PRIME,70366.87,False,2022-02-01
E57A7B16-56A,23085164707,Hadassa Silva,1978-03-29,PRIVATE,68036.57,False,2022-07-26
BDE8CC96-9CE,98130276577,Ana Luiza Mendonça,1986-10-22,PJ_PEQUENO,2196.04,True,2015-12-20
6C682598-E0A,95638012451,Bernardo Viana,1958-04-27,PJ_MEDIO,52017.01,True,2016-09-15
E8D01F14-226,68123549709,Anthony Nogueira,1994-07-19,PRIME,77540.92,False,2023-12-21
B0C5FDB5-49A,23519468719,Sr. Thales Campos,1992-04-22,PRIVATE,55701.54,False,2023-05-05
7D36349E-768,63475981084,Sra. Lorena Câmara,1968-08-18,PJ_PEQUENO,19692.69,False,2022-05-19
77819957-6BA,48760125985,Benjamim Cassiano,1954-12-19,PJ_MEDIO,67261.97,False,2015-03-29
730398A9-6D2,17804632517,Bella da Luz,1967-05-18,PRIVATE,62800.06,True,2019-07-23
608187BF-738,74139068213,Enzo Gabriel Casa Grande,1982-05-12,VAREJO,10409.9,True,2019-08-14
AE7BFB43-5A9,47206518958,Sra. Emilly Teixeira,1973-04-17,VAREJO,23094.92,False,2021-04-20
48FA2F28-80C,96241508776,Matteo Carvalho,1974-05-28,PRIME,65316.73,True,2015-03-05
2A79C25E-9A7,53047819610,Emilly Silveira,1987-09-05,PRIME,,False,2022-12-28
DEB2B785-A23,38675014244,Sabrina da Luz,1980-02-02,VAREJO,,False,2017-11-10
2A4EC071-FA0,73249685038,Emanuelly Silva,1975-07-30,PJ_MEDIO,35078.12,False,2018-04-17
BE564519-1CE,21859403760,Lucas Gabriel Martins,1962-05-26,VAREJO,67641.7,False,2019-11-18
4E271014-02F,40652893783,Maya Rodrigues,1961-09-13,PJ_PEQUENO,14731.65,True,2015-02-19
F5053D7C-CEB,82756341991,Maitê Alves,1960-01-27,PJ_PEQUENO,52396.34,False,2017-04-18
EDB0A19F-570,35791286473,Eduarda Moura,1974-04-21,PRIVATE,47026.73,False,2022-10-26
6724DDC2-505,34052679199,Davi Luiz Rocha,1978-08-12,PJ_MEDIO,19887.44,True,2024-02-25
2E1C0B3C-155,45269710811,Ryan Almeida,1986-09-20,PRIME,66130.0,False,2018-02-14
866FFD77-21A,38024167590,Sr. Dante Silveira,1996-02-24,PJ_MEDIO,57896.9,True,2015-08-06
8A8EAB83-772,20315684771,Pedro Lucas Vargas,1958-02-13,PJ_PEQUENO,38012.18,True,2016-05-28
542C1675-E4C,41352807653,Francisco Cavalcante,1975-06-20,PRIVATE,,True,2023-04-10
7ADE88D4-B41,85624170335,Sr. Apollo Pinto,1971-06-24,VAREJO,70105.61,False,2021-04-10
1507AE4B-3C1,45093182605,Sophie Oliveira,1975-04-15,VAREJO,,True,2018-07-07
7F9317FF-3CA,21875349600,Diogo Andrade,1981-06-15,PRIME,17356.47,True,2020-06-02
F048E4FB-CA0,46987025347,Luiz Fernando Carvalho,1965-02-28,PJ_MEDIO,57465.93,False,2022-05-20
69F0F985-8BC,35274068162,Sra. Antonella Peixoto,1994-02-18,PJ_MEDIO,53274.26,True,2016-07-21
36031047-9DC,42385609738,Cecilia da Cruz,1987-03-12,PRIVATE,23002.63,False,2022-12-22
C3FE259B-787,10853794260,Ayla Castro,1992-05-18,VAREJO,,True,2023-03-05
D07803AB-0E8,79462108501,Anthony Machado,1955-10-23,PJ_MEDIO,76843.19,False,2015-10-26
E2D92B1B-B44,84152390689,Heloisa Câmara,1950-03-08,PJ_PEQUENO,,False,2016-05-03
2F498AFB-842,13096547270,Bryan da Mata,1956-10-28,PRIVATE,21736.92,False,2022-12-28
342999A2-F6F,07514368957,Srta. Sophie Santos,1957-05-01,VAREJO,20427.72,False,2019-01-27
046C5566-01B,18543762090,Felipe Barbosa,1977-03-22,PRIME,,False,2017-05-21
B915AA35-BB4,68410395215,Eduarda Jesus,1996-04-23,PJ_MEDIO,,True,2017-09-14
31278E99-0D1,57903682474,Sara da Mota,1994-08-05,PJ_PEQUENO,,False,2020-02-21
691A8EED-F83,38701429604,Bruna Novais,1950-06-05,VAREJO,45484.92,True,2022-02-03
F75395D8-6A7,85642719076,Benjamin Dias,1963-03-11,PRIVATE,15047.68,True,2016-10-04
09C960A7-15E,28650947158,Melina Sales,1957-10-06,PJ_MEDIO,44722.21,True,2023-06-20
B352EE82-BC3,02546917811,Dr. Emanuel Cavalcanti,1964-11-22,PJ_PEQUENO,46382.47,True,2021-11-22
232AC382-E5E,46725390161,Camila Montenegro,1986-09-14,PJ_PEQUENO,,True,2021-01-25
9EF3B202-6CA,42718039604,Dra. Nicole Montenegro,1988-08-11,PRIVATE,44621.13,True,2024-04-18
69F80991-4D7,21456380915,Bárbara Nogueira,1982-05-22,PJ_PEQUENO,,False,2023-07-02
53A7E2A4-5CB,49103578666,Rebeca Fernandes,1997-07-07,PRIME,61830.07,True,2024-04-19
63486399-F7E,96584217337,Heloísa Farias,1951-03-31,PRIME,2255.66,True,2020-01-05
8E9DD2B8-B21,95617823086,Rhavi Barbosa,1954-03-09,PRIME,42334.69,True,2020-12-01
8DE7A37F-C12,59314806251,Luna Sales,1995-12-12,PJ_PEQUENO,60489.62,True,2016-11-03
AA52E2D4-F0F,96524301889,Julia Ferreira,1953-04-13,PJ_PEQUENO,,True,2018-01-23
1C3E8F6C-462,58219043741,Josué da Cunha,1995-04-09,PRIVATE,54282.34,False,2020-07-07
AA988402-A98,91502736802,Hellena Lima,1977-04-25,PJ_MEDIO,,True,2021-11-26
AB0877C2-643,18935024651,Léo Aparecida,1986-10-08,PRIVATE,68415.14,False,2022-07-20
1985896D-39C,13685792482,Maria Liz Cavalcanti,1974-02-19,PRIVATE,26357.97,True,2019-10-16
D86D6B67-C55,34529087638,Vitor Novais,1992-03-31,PJ_PEQUENO,54643.07,True,2023-09-03
9893F5C4-9A6,79064128502,Ana Liz Duarte,1995-09-28,PRIME,9582.59,False,2020-08-03
CBC5CF49-992,30157489205,Evelyn Melo,1992-10-05,PJ_MEDIO,1774.15,True,2017-03-04
2DC456E8-8E3,29456831051,Lívia Moreira,1977-07-28,PRIVATE,60751.49,True,2017-01-31
CFD82E79-E84,85342190606,Thales Pacheco,1989-03-31,PRIME,49499.33,True,2015-08-27
9A5958CA-144,59346107839,Sr. Yago Abreu,1969-06-11,PRIME,,False,2018-11-15
63663FB5-9A4,27410893532,Maria Sophia Fonseca,1965-06-01,PRIVATE,18980.42,True,2021-11-10
C6973036-97C,51628907401,Valentina Gomes,1952-12-17,PJ_PEQUENO,62381.42,True,2023-03-20
C1F4F897-D80,35786941000,Camila Macedo,1984-03-10,PRIME,8293.5,False,2016-08-23
F237CB78-F87,68530749200,Gael Henrique Garcia,1963-04-28,PRIVATE,32877.4,False,2019-02-16
FD0FD62E-2D1,35740192625,Sr. Heitor Santos,1960-12-17,PRIME,,True,2020-05-29
14040138-69C,50769842356,Juliana Garcia,1952-03-21,VAREJO,67484.15,True,2019-06-25
B67ACB8B-C16,57642189001,Olivia Moura,1986-08-15,PJ_MEDIO,16738.62,False,2019-11-15
4BE8E0D1-125,29180765467,Sophie Pimenta,1970-09-07,PRIME,11667.2,False,2022-10-26
FBB82ECE-6B1,78423561909,Manuella Mendonça,1985-11-28,PRIME,,True,2023-10-27
4966C00D-DCB,34197862040,Rafael Cavalcante,1969-08-28,PJ_PEQUENO,16119.73,True,2016-02-22
F19AA633-DCB,89204736500,João Pedro Cunha,1953-03-04,PRIME,57820.67,True,2015-01-29
D2119C8C-60C,34517296016,Dr. Vinicius da Luz,1998-09-26,PJ_MEDIO,12692.13,True,2017-10-25
5BC9D6C7-56C,15972863464,Fernanda Aparecida,1953-01-20,PRIME,2374.53,True,2017-02-21
2D5334EB-A87,24890517685,Alice Viana,1970-12-04,PRIME,51132.08,True,2020-12-24
BA6EAB34-4E1,07235498692,Marcos Vinicius Macedo,1975-03-16,PRIVATE,51317.46,True,2016-06-07
4394E1B8-4E6,85136792086,Sr. Thomas Machado,1982-04-21,PJ_PEQUENO,50636.04,True,2018-01-08
B3BE1703-C7A,51306784948,Maria Casa Grande,1991-09-11,PRIME,9430.67,False,2023-06-11
4A90EC78-E33,30126784922,Thomas Ribeiro,1960-03-13,PJ_PEQUENO,,False,2021-01-22
AB864F2F-709,02768914304,Camila Siqueira,1951-06-27,PJ_PEQUENO,,False,2018-06-12
EE1BB837-E24,30154876984,Sophia Moreira,1977-02-18,PRIME,30360.45,True,2020-03-13
F31A6508-D51,51340278979,Maitê Abreu,1964-02-12,PJ_PEQUENO,3864.22,True,2022-12-31
C86AFCA6-28A,39582016795,João Gabriel Lopes,1963-01-19,PJ_PEQUENO,52343.9,False,2020-11-09
D0AF2AB1-280,14387209631,Davi Fogaça,1997-06-27,PRIVATE,22151.31,True,2020-11-25
928437F4-30B,91084763222,Murilo das Neves,1999-11-22,PRIME,,False,2021-11-18
569CDF6C-9EF,08597436166,Caio Sales,1992-01-20,PJ_MEDIO,54700.98,True,2022-10-11
4D62FC06-959,53082764126,Benício Aragão,1983-05-27,VAREJO,14451.0,False,2023-06-30
A662833E-280,30875624910,Sofia Vieira,1987-09-26,PRIVATE,62681.13,True,2016-06-07
7B3EE45B-32C,57102398441,Cecília Martins,1979-10-02,VAREJO,,False,2022-02-25
0F0F98C3-2DB,12590487304,Kaique Fonseca,1953-04-21,PJ_PEQUENO,,False,2020-07-17
D6DE2FE0-C45,39178405610,Calebe Leão,1987-06-18,PJ_PEQUENO,69860.35,False,2017-10-07
91160D7D-3EB,89657130484,Dr. Arthur Gabriel da Luz,1962-10-08,PJ_MEDIO,,True,2023-03-13
EA24D7C9-42B,09273564143,Maria Vitória Castro,1950-02-01,PRIME,27793.5,False,2016-08-23
88D09AE8-3E1,05861743207,Bruno Silva,1992-02-21,PJ_PEQUENO,13487.26,False,2018-12-14
29CC314E-F07,89534162728,Beatriz Sousa,2000-10-11,PJ_PEQUENO,72742.23,False,2018-04-23
A3367860-D5C,42753169837,Aurora Peixoto,1968-06-21,PJ_MEDIO,19386.39,False,2021-11-24
53C40942-DFE,70931648548,Apollo Barros,1980-03-20,PJ_MEDIO,2066.98,False,2018-08-05
068CA5D0-665,23597018602,Isabelly Lima,1975-08-29,PJ_PEQUENO,35685.16,False,2017-03-23
126217F6-8A0,80954376200,Dra. Pietra Silveira,1956-09-06,PJ_PEQUENO,41813.49,True,2015-05-09
A0B949BA-96E,67820349131,Emilly Porto,1954-10-22,PRIME,2732.46,True,2023-04-04
3CF4E1A2-023,75930816212,Maria Isis Pimenta,1991-12-18,PRIME,,True,2022-08-29
67624792-540,62041753862,Maria Clara Teixeira,1965-01-18,PRIVATE,53059.72,False,2017-04-19
